account,traditional_category
a12927,backward_only
a09616,isolated
a09584,isolated
a15201,backward_only
a19907,backward_only
a16027,backward_only
a26358,both_directions
a23956,forward_only
a08041,both_directions
a03515,isolated
a28441,forward_only
a28072,forward_only
a09531,isolated
a19763,forward_only
a08554,forward_only
a17566,both_directions
a15665,isolated
a18894,both_directions
a31471,forward_only
a17398,isolated
a15768,forward_only
a03787,backward_only
a16052,forward_only
a10734,isolated
a24965,forward_only
a15288,isolated
a18934,isolated
a17313,isolated
a17155,both_directions
a08037,isolated
a28602,forward_only
a17997,isolated
a05654,backward_only
a22742,backward_only
a01388,isolated
a21538,backward_only
a22234,backward_only
a16937,forward_only
a26818,isolated
a31356,backward_only
a30966,backward_only
a20728,isolated
a21272,isolated
a22067,isolated
a16345,backward_only
a23399,backward_only
a29119,isolated
a22891,backward_only
a26924,both_directions
a14230,isolated
a14295,backward_only
a06587,isolated
a12973,forward_only
a13054,backward_only
a09343,forward_only
a21027,isolated
a30370,isolated
a30305,isolated
a05199,isolated
a06293,isolated
a04657,forward_only
a25904,isolated
a25268,isolated
a25353,both_directions
a23116,backward_only
a19170,isolated
a20735,both_directions
a16232,backward_only
a08159,isolated
a00235,backward_only
a24138,isolated
a26471,isolated
a19267,forward_only
a13159,isolated
a00634,isolated
a12604,isolated
a19035,backward_only
a22899,isolated
a14252,isolated
a11018,both_directions
a09376,backward_only
a12073,backward_only
a24538,backward_only
a01154,isolated
a26075,forward_only
a19878,isolated
a12651,backward_only
a04970,forward_only
a12670,isolated
a16995,backward_only
a08344,isolated
a21504,isolated
a13822,isolated
a18911,forward_only
a00321,forward_only
a01951,backward_only
a20453,isolated
a11365,isolated
a04472,isolated
a12843,isolated
a27037,backward_only
a10775,isolated
a25756,isolated
a15851,isolated
a04874,isolated
a10337,both_directions
a23376,forward_only
a31388,both_directions
a18928,both_directions
a23918,isolated
a16116,isolated
a01244,isolated
a02343,backward_only
a25355,isolated
a07612,isolated
a18995,isolated
a20163,backward_only
a07066,isolated
a09230,backward_only
a26192,backward_only
a20365,both_directions
a05912,backward_only
a23259,isolated
a21449,isolated
a20603,isolated
a27749,isolated
a28059,isolated
a27059,isolated
a27748,isolated
a07559,isolated
a31225,isolated
a19998,isolated
a31457,isolated
a12657,backward_only
a14703,isolated
a30582,isolated
a17126,both_directions
a17521,forward_only
a16226,backward_only
a24198,isolated
a16915,isolated
a17312,isolated
a31488,backward_only
a02936,backward_only
a02180,both_directions
a06540,both_directions
a30506,backward_only
a04800,backward_only
a26522,isolated
a01959,isolated
a28699,both_directions
a07129,forward_only
a20617,both_directions
a17413,isolated
a29947,isolated
a13668,both_directions
a30985,both_directions
a17859,both_directions
a31358,isolated
a17504,both_directions
a31472,forward_only
a14312,isolated
a01238,both_directions
a16604,backward_only
a02990,isolated
a10146,isolated
a12247,both_directions
a21377,isolated
a13807,forward_only
a15626,isolated
a08668,isolated
a30368,forward_only
a30793,both_directions
a22732,isolated
a16952,isolated
a18180,isolated
a08084,isolated
a17111,isolated
a16936,isolated
a01499,isolated
a17815,isolated
a06440,forward_only
a00114,isolated
a21597,isolated
a09011,isolated
a13467,forward_only
a22718,backward_only
a23073,isolated
a13681,isolated
a09221,isolated
a21212,forward_only
a23769,forward_only
a24853,both_directions
a27638,isolated
a13540,backward_only
a05409,forward_only
a19122,forward_only
a16986,isolated
a24332,backward_only
a08538,forward_only
a07052,forward_only
a06351,both_directions
a25745,both_directions
a28692,isolated
a27376,backward_only
a04700,isolated
a07354,isolated
a15296,backward_only
a18715,isolated
a18508,isolated
a30289,isolated
a20568,backward_only
a15180,isolated
a14896,isolated
a12293,backward_only
a13862,isolated
a17197,isolated
a21829,backward_only
a11987,isolated
a00564,forward_only
a30316,backward_only
a00642,forward_only
a23789,both_directions
a08336,forward_only
a27481,backward_only
a15613,both_directions
a02465,both_directions
a13258,backward_only
a17643,isolated
a04547,backward_only
a16073,forward_only
a04929,isolated
a19445,isolated
a02790,both_directions
a28826,forward_only
a25142,isolated
a19952,isolated
a24758,backward_only
a00415,isolated
a28969,both_directions
a20401,isolated
a22354,isolated
a20933,backward_only
a04212,forward_only
a28569,isolated
a12203,isolated
a23856,forward_only
a19518,backward_only
a28242,isolated
a04232,isolated
a10170,both_directions
a06484,isolated
a19424,forward_only
a03818,isolated
a02814,backward_only
a16652,isolated
a30780,isolated
a16373,isolated
a18877,isolated
a22565,backward_only
a11765,backward_only
a18792,isolated
a07361,isolated
a30580,forward_only
a23492,isolated
a13690,isolated
a17338,isolated
a21379,isolated
a04164,isolated
a07065,isolated
a11137,backward_only
a01918,isolated
a04756,forward_only
a26217,forward_only
a01348,both_directions
a16711,forward_only
a00535,isolated
a28939,isolated
a02703,backward_only
a30181,both_directions
a00373,isolated
a04998,both_directions
a25654,both_directions
a04759,isolated
a12473,backward_only
a01629,isolated
a21436,isolated
a21642,both_directions
a10139,both_directions
a09492,isolated
a25111,forward_only
a13796,isolated
a27578,isolated
a15578,forward_only
a30387,isolated
a16803,backward_only
a25148,backward_only
a13856,isolated
a28223,isolated
a05374,isolated
a08549,both_directions
a16623,isolated
a06366,forward_only
a04381,isolated
a11343,isolated
a15393,isolated
a15275,backward_only
a21463,isolated
a18000,isolated
a26826,backward_only
a15235,both_directions
a25901,forward_only
a09125,backward_only
a18740,isolated
a08906,isolated
a16733,isolated
a18458,backward_only
a26415,backward_only
a25289,forward_only
a21428,isolated
a04533,isolated
a26066,isolated
a06988,isolated
a16534,both_directions
a01498,isolated
a16692,both_directions
a15880,isolated
a29489,isolated
a29606,isolated
a27886,isolated
a02208,both_directions
a04312,isolated
a06939,isolated
a07807,isolated
a17558,backward_only
a12450,isolated
a10735,isolated
a25812,isolated
a03123,isolated
a10228,isolated
a04071,isolated
a12986,backward_only
a11732,both_directions
a08356,forward_only
a08144,isolated
a23861,both_directions
a31136,isolated
a18434,isolated
a29955,isolated
a03211,isolated
a00593,isolated
a10293,isolated
a06623,both_directions
a26044,both_directions
a17578,backward_only
a27232,forward_only
a13727,isolated
a28325,isolated
a30572,isolated
a25498,isolated
a07269,isolated
a25512,forward_only
a21181,both_directions
a24624,forward_only
a27939,isolated
a02581,isolated
a03888,isolated
a31188,isolated
a24818,isolated
a31484,isolated
a27921,isolated
a05298,isolated
a28288,both_directions
a02104,backward_only
a22983,isolated
a26597,isolated
a15229,isolated
a15401,backward_only
a19655,isolated
a04053,both_directions
a19117,isolated
a27426,isolated
a19892,forward_only
a18678,isolated
a10582,isolated
a28041,isolated
a05366,backward_only
a01226,isolated
a15821,isolated
a19951,isolated
a06265,isolated
a21544,backward_only
a07482,backward_only
a21507,isolated
a13303,isolated
a19423,both_directions
a02863,isolated
a02664,isolated
a19127,isolated
a31080,isolated
a13015,isolated
a21132,isolated
a20074,isolated
a14435,isolated
a30114,backward_only
a12414,isolated
a17963,both_directions
a15769,both_directions
a25146,both_directions
a01606,isolated
a16780,forward_only
a12077,isolated
a01500,isolated
a08015,isolated
a06357,isolated
a18286,both_directions
a22723,backward_only
a17899,isolated
a07711,backward_only
a21094,isolated
a22620,isolated
a28330,both_directions
a06459,both_directions
a20173,isolated
a12576,isolated
a23265,isolated
a22053,forward_only
a11043,isolated
a06787,both_directions
a27463,both_directions
a24956,backward_only
a04207,forward_only
a13491,backward_only
a31405,backward_only
a03894,isolated
a11436,both_directions
a09367,backward_only
a02849,backward_only
a21844,both_directions
a31171,both_directions
a27826,isolated
a28490,isolated
a19925,both_directions
a03047,both_directions
a17565,backward_only
a13171,isolated
a15860,backward_only
a00959,forward_only
a01017,isolated
a14631,isolated
a12615,isolated
a02887,isolated
a12545,isolated
a06130,isolated
a07522,isolated
a20477,isolated
a23466,isolated
a02255,both_directions
a30424,isolated
a23836,isolated
a24202,forward_only
a07071,both_directions
a04255,both_directions
a22334,backward_only
a04647,forward_only
a02753,backward_only
a07832,both_directions
a11594,both_directions
a00703,forward_only
a29224,forward_only
a06493,both_directions
a00349,isolated
a20007,forward_only
a11744,isolated
a03606,both_directions
a20869,backward_only
a31220,isolated
a18353,isolated
a18988,both_directions
a07012,isolated
a23487,forward_only
a22808,both_directions
a01278,both_directions
a15839,isolated
a02563,backward_only
a13144,forward_only
a21486,both_directions
a30801,both_directions
a24819,both_directions
a06308,both_directions
a27962,forward_only
a11027,forward_only
a01013,both_directions
a01116,isolated
a09368,backward_only
a04309,both_directions
a13469,isolated
a28507,isolated
a20856,backward_only
a20121,isolated
a18604,isolated
a21935,isolated
a12841,backward_only
a09450,isolated
a14122,both_directions
a29346,both_directions
a24363,backward_only
a22453,forward_only
a01861,both_directions
a27100,isolated
a06684,isolated
a12636,isolated
a13850,forward_only
a25678,both_directions
a31476,both_directions
a29995,isolated
a06820,backward_only
a09751,forward_only
a04110,backward_only
a14701,isolated
a18956,backward_only
a24838,forward_only
a09036,forward_only
a20850,isolated
a18054,isolated
a13030,backward_only
a18239,isolated
a03745,isolated
a06065,isolated
a27970,isolated
a29362,isolated
a10971,backward_only
a21279,isolated
a09904,forward_only
a18953,isolated
a28203,isolated
a09263,backward_only
a27948,backward_only
a05256,isolated
a21336,isolated
a02198,isolated
a23629,backward_only
a24534,forward_only
a03167,isolated
a21881,forward_only
a20315,isolated
a30098,backward_only
a11599,forward_only
a18089,isolated
a15354,both_directions
a26285,isolated
a28289,isolated
a25568,isolated
a08604,isolated
a03303,isolated
a28236,isolated
a25895,isolated
a25698,backward_only
a13239,isolated
a29982,forward_only
a01897,forward_only
a05059,isolated
a18383,isolated
a12397,isolated
a03229,forward_only
a21302,forward_only
a07123,forward_only
a07161,isolated
a15165,backward_only
a31067,backward_only
a20491,isolated
a14290,both_directions
a21226,both_directions
a01974,isolated
a03847,both_directions
a11825,isolated
a01843,forward_only
a21470,forward_only
a21423,backward_only
a04086,both_directions
a15653,backward_only
a09645,backward_only
a13795,isolated
a06178,isolated
a23369,backward_only
a11755,both_directions
a28730,backward_only
a08678,both_directions
a27718,backward_only
a05113,backward_only
a12980,isolated
a23901,backward_only
a04042,isolated
a03667,backward_only
a15559,backward_only
a29869,backward_only
a07815,forward_only
a31189,isolated
a09714,isolated
a22812,isolated
a20028,backward_only
a13757,both_directions
a21347,isolated
a00345,both_directions
a14792,isolated
a07124,forward_only
a13687,isolated
a09628,isolated
a30724,isolated
a07446,both_directions
a26343,backward_only
a01960,isolated
a20690,forward_only
a11461,backward_only
a29859,backward_only
a26299,forward_only
a21118,both_directions
a16036,backward_only
a30854,isolated
a07213,isolated
a22463,isolated
a14217,backward_only
a09503,forward_only
a23362,backward_only
a21021,isolated
a24668,isolated
a25421,backward_only
a05312,isolated
a10926,isolated
a04098,backward_only
a23516,backward_only
a11965,isolated
a30160,backward_only
a20581,both_directions
a15666,forward_only
a13176,backward_only
a30516,isolated
a30379,both_directions
a13877,both_directions
a18290,backward_only
a14786,isolated
a09839,forward_only
a30360,backward_only
a29032,isolated
a21998,backward_only
a20322,both_directions
a23051,isolated
a14023,both_directions
a18030,isolated
a29314,isolated
a22253,backward_only
a14761,isolated
a10483,isolated
a18948,isolated
a04159,forward_only
a11474,isolated
a06612,isolated
a04141,forward_only
a20252,backward_only
a12634,isolated
a01557,backward_only
a07186,isolated
a18414,both_directions
a04827,isolated
a17790,isolated
a13771,isolated
a18040,backward_only
a13111,backward_only
a13361,backward_only
a00234,forward_only
a29160,isolated
a25880,forward_only
a27925,backward_only
a24552,isolated
a22674,isolated
a01997,isolated
a26164,isolated
a04323,both_directions
a24306,backward_only
a19053,backward_only
a25334,backward_only
a23854,forward_only
a19744,isolated
a13673,isolated
a06111,both_directions
a27903,backward_only
a18253,isolated
a13693,isolated
a04262,isolated
a08372,backward_only
a23793,both_directions
a14758,isolated
a18085,both_directions
a06422,both_directions
a14381,backward_only
a27736,isolated
a14707,isolated
a01153,isolated
a15436,isolated
a13705,isolated
a06194,isolated
a02708,backward_only
a03389,forward_only
a05356,backward_only
a19727,isolated
a21773,backward_only
a28989,isolated
a27656,backward_only
a10714,both_directions
a00636,backward_only
a06081,backward_only
a15026,isolated
a24004,backward_only
a03723,isolated
a29894,isolated
a05964,isolated
a23272,both_directions
a01389,isolated
a27581,both_directions
a30823,backward_only
a23117,both_directions
a02569,isolated
a03105,both_directions
a27603,forward_only
a05189,both_directions
a00445,isolated
a25703,forward_only
a31482,backward_only
a28937,isolated
a21170,isolated
a01009,both_directions
a29961,forward_only
a10544,both_directions
a01681,isolated
a18630,isolated
a11718,forward_only
a02261,isolated
a04987,backward_only
a22926,backward_only
a13419,isolated
a05621,isolated
a27417,backward_only
a04859,isolated
a21790,isolated
a28101,backward_only
a07455,isolated
a04816,isolated
a31453,isolated
a04140,isolated
a10385,backward_only
a01055,isolated
a05389,backward_only
a27242,isolated
a14654,isolated
a14856,isolated
a04552,isolated
a19643,isolated
a12047,both_directions
a05918,forward_only
a13353,isolated
a10002,isolated
a28159,isolated
a14738,isolated
a24417,backward_only
a27529,isolated
