account,out_degree,in_degree,degree_ratio,A_fprofit,A_fpprofit,A_fsize,B_fprofit,B_fpprofit,B_fsize,avg_forward_path_length,max_forward_path_length,forward_path_count,A_bprofit,A_bpprofit,A_bsize,B_bprofit,B_bpprofit,B_bsize,avg_backward_path_length,max_backward_path_length,backward_path_count
a14308,9,3,2.25,0.0,0.0,0,-189000000000.0,-189000000000.0,3,2.0,2,3,0.0,0.0,0,186020000000.0,186020000000.0,3,2.0,2,3
a04721,3,2,1.0,0.0,0.0,0,1006828603418.74,1006828603418.74,3,2.0,2,3,0.0,0.0,0,74987079336.88687,74987079336.88687,2,2.0,2,2
a07835,1,1,0.5,0.0,0.0,0,-11859840000.0,-11859840000.0,1,2.0,2,1,0.0,0.0,0,8140160000.0,8140160000.0,1,2.0,2,1
a09645,31,32,0.9393939393939394,0.0,0.0,0,1738152658090000.0,1738152658090000.0,3,2.0,2,3,0.0,0.0,0,1173026030200000.0,1173026030200000.0,2,2.0,2,2
a06037,12,22,0.5217391304347826,239397336600000.0,239397336600000.0,9,12033968718186.66,12033968718186.66,9,3.0,3,9,0.0,0.0,0,3720220000000.0,3720220000000.0,3,2.0,2,3
a31044,48,90,0.5274725274725275,0.0,0.0,0,18850728149205.426,18850728149205.426,3,2.0,2,3,0.0,0.0,0,1974176944925.423,1974176944925.423,3,2.0,2,3
a19455,1,1,0.5,0.0,0.0,0,-18000000000.0,-18000000000.0,1,2.0,2,1,0.0,0.0,0,46850000000.0,46850000000.0,1,2.0,2,1
a29275,2,2,0.6666666666666666,0.0,0.0,0,-12000000000.0,-12000000000.0,2,2.0,2,2,0.0,0.0,0,10189170000.0,10189170000.0,2,2.0,2,2
a27083,5,5,0.8333333333333334,0.0,0.0,0,-27000000000.0,-27000000000.0,1,2.0,2,1,0.0,0.0,0,8404000000000.0,8404000000000.0,3,2.0,2,3
a11010,15,14,1.0,0.0,0.0,0,58322228000000.0,58322228000000.0,3,2.0,2,3,0.0,0.0,0,43999496000000.0,43999496000000.0,2,2.0,2,2
a28006,17,20,0.8095238095238095,0.0,0.0,0,13946892780000.0,13946892780000.0,3,2.0,2,3,1.8320750170994852e+16,1.8320750170994852e+16,7,29458419662278.0,29458419662278.0,7,3.0,3,7
a31376,77,8,8.555555555555555,0.0,0.0,0,389963766537828.9,389963766537828.9,2,2.0,2,2,0.0,0.0,0,24445578644075.49,24445578644075.49,1,2.0,2,1
a03958,52,5,8.666666666666666,0.0,0.0,0,-25400000000.0,-25400000000.0,2,2.0,2,2,0.0,0.0,0,36860400000.0,36860400000.0,2,2.0,2,2
a08915,1,9,0.1,32610560000000.0,32610560000000.0,3,190566600000000.0,190566600000000.0,3,3.0,3,3,952279531800000.0,952279531800000.0,9,39582900000000.0,39582900000000.0,9,3.0,3,9
a22585,1,2,0.3333333333333333,0.0,0.0,0,289664440000.0,289664440000.0,1,2.0,2,1,3982303400000.0,3982303400000.0,2,359083984400.0,359083984400.0,2,3.0,3,2
a13437,7,7,0.875,0.0,0.0,0,20958213100000.0,20958213100000.0,3,2.0,2,3,0.0,0.0,0,20982570000000.0,20982570000000.0,2,2.0,2,2
a25134,2,2,0.6666666666666666,0.0,0.0,0,-107681640000.0,-107681640000.0,2,2.0,2,2,265828200000.0,265828200000.0,3,27639434599926.5,27639434599926.5,4,2.75,3,4
a27631,26,19,1.3,0.0,0.0,0,45282718768317.984,45282718768317.984,3,2.0,2,3,0.0,0.0,0,44656899992036.805,44656899992036.805,2,2.0,2,2
a11297,6,4,1.2,0.0,0.0,0,-104750000000.0,-104750000000.0,3,2.0,2,3,0.0,0.0,0,118270000000.0,118270000000.0,3,2.0,2,3
a00309,59,57,1.0172413793103448,2.1023125500000004e+16,2.1023125500000004e+16,9,4461854400000000.0,4461854400000000.0,9,3.0,3,9,0.0,0.0,0,761625000000000.0,761625000000000.0,1,2.0,2,1
a28249,8,2,2.6666666666666665,0.0,0.0,0,5612318080000.0,5612318080000.0,3,2.0,2,3,0.0,0.0,0,11219158491707.908,11219158491707.908,2,2.0,2,2
a21765,67,21,3.0454545454545454,0.0,0.0,0,2583334061265.1304,2583334061265.1304,3,2.0,2,3,0.0,0.0,0,4281727950430.08,4281727950430.08,3,2.0,2,3
a04661,149,37,3.9210526315789473,0.0,0.0,0,59865440400000.0,59865440400000.0,2,2.0,2,2,407247335318791.94,407247335318791.94,9,232318887503135.47,232318887503135.47,9,3.0,3,9
a11198,1,1,0.5,4473313419600000.0,4473313419600000.0,3,11971669199999.535,11971669199999.535,3,3.0,3,3,0.0,0.0,0,3992026399999.685,3992026399999.685,1,2.0,2,1
a16715,1,1,0.5,0.0,0.0,0,199160000000.0,199160000000.0,1,2.0,2,1,0.0,0.0,0,197480000000.0,197480000000.0,1,2.0,2,1
a11163,40,17,2.2222222222222223,0.0,0.0,0,6446002320000.0,6446002320000.0,3,2.0,2,3,0.0,0.0,0,3135903600000.0,3135903600000.0,2,2.0,2,2
a24395,1,1,0.5,0.0,0.0,0,600773400000.0,600773400000.0,1,2.0,2,1,0.0,0.0,0,602873400000.0,602873400000.0,1,2.0,2,1
a28808,12,2,4.0,0.0,0.0,0,-189600000000.0,-189600000000.0,3,2.0,2,3,0.0,0.0,0,477319999410.74,477319999410.74,2,2.0,2,2
a13494,27,2,9.0,0.0,0.0,0,73918989999693.61,73918989999693.61,3,2.0,2,3,1.464201032788997e+16,1.464201032788997e+16,4,52879519999969.766,52879519999969.766,4,3.0,3,4
a28711,4,1,2.0,0.0,0.0,0,2890000000.0,2890000000.0,3,2.0,2,3,0.0,0.0,0,140000000000.0,140000000000.0,1,2.0,2,1
a16033,57,10,5.181818181818182,0.0,0.0,0,44170724362042.59,44170724362042.59,3,2.0,2,3,0.0,0.0,0,25183900000000.0,25183900000000.0,2,2.0,2,2
a01308,5,28,0.1724137931034483,3045474236042033.5,3045474236042033.5,9,5958620798171856.0,5958620798171856.0,9,3.0,3,9,0.0,0.0,0,1069991500000000.0,1069991500000000.0,3,2.0,2,3
a27394,3,2,1.0,0.0,0.0,0,1009829783398385.6,1009829783398385.6,3,2.0,2,3,0.0,0.0,0,1009963583808650.0,1009963583808650.0,2,2.0,2,2
a24863,2,10,0.1818181818181818,599971650000000.0,599971650000000.0,3,1437882043837500.0,1437882043837500.0,3,3.0,3,3,0.0,0.0,0,60287035286050.26,60287035286050.26,2,2.0,2,2
a26613,2,1,1.0,0.0,0.0,0,391293865000.0,391293865000.0,2,2.0,2,2,1.463831150599e+16,1.463831150599e+16,3,1233600000000.0,1233600000000.0,3,3.0,3,3
a14969,3,2,1.0,0.0,0.0,0,1419455000000.0,1419455000000.0,3,2.0,2,3,3982303400000.0,3982303400000.0,2,571685937500.0,571685937500.0,2,3.0,3,2
a14338,7,1,3.5,0.0,0.0,0,-252000000000.0,-252000000000.0,3,2.0,2,3,0.0,0.0,0,990970000000.0,990970000000.0,1,2.0,2,1
a01683,384,9,38.4,0.0,0.0,0,1.190997e+16,1.190997e+16,3,2.0,2,3,2986770000000.0,2986770000000.0,3,206975716300000.0,206975716300000.0,4,2.75,3,4
a05563,6,6,0.8571428571428571,1.3202356170000002e+16,1.3202356170000002e+16,9,371565900000000.0,371565900000000.0,9,3.0,3,9,988541600397803.4,988541600397803.4,9,371584798800000.0,371584798800000.0,9,3.0,3,9
a23953,24,4,4.8,0.0,0.0,0,-129600000000.0,-129600000000.0,3,2.0,2,3,0.0,0.0,0,323514447357.248,323514447357.248,3,2.0,2,3
a08692,512,32,15.515151515151516,203220000000.0,203220000000.0,9,449933219997242.5,449933219997242.5,9,3.0,3,9,0.0,0.0,0,349944245000000.0,349944245000000.0,3,2.0,2,3
a14318,10,6,1.4285714285714286,0.0,0.0,0,119989770000000.0,119989770000000.0,3,2.0,2,3,0.0,0.0,0,300979550000000.0,300979550000000.0,3,2.0,2,3
a18597,47,17,2.611111111111111,-45363919327.23024,-45363919327.23024,1,42247836254895.62,42247836254895.62,3,2.3333333333333335,3,3,0.0,0.0,0,23496108000000.0,23496108000000.0,2,2.0,2,2
a09186,219,37,5.7631578947368425,0.0,0.0,0,3899994708480000.0,3899994708480000.0,3,2.0,2,3,0.0,0.0,0,1251986980000000.0,1251986980000000.0,2,2.0,2,2
a22270,13,5,2.1666666666666665,0.0,0.0,0,-58500000000.0,-58500000000.0,2,2.0,2,2,0.0,0.0,0,77400000000.0,77400000000.0,3,2.0,2,3
a18596,7,5,1.1666666666666667,0.0,0.0,0,2794225850149.992,2794225850149.992,3,2.0,2,3,0.0,0.0,0,818530000000.0,818530000000.0,2,2.0,2,2
a18778,1,0,1.0,0.0,0.0,0,-3000000000.0,-3000000000.0,1,2.0,2,1,0.0,0.0,0,0.0,0.0,0,1.0,1,1
a29913,6,7,0.75,9117826500300000.0,9117826500300000.0,9,8351024100000.0,8351024100000.0,9,3.0,3,9,0.0,0.0,0,3066006700000.0,3066006700000.0,3,2.0,2,3
a24826,4,5,0.6666666666666666,0.0,0.0,0,10087400000000.0,10087400000000.0,3,2.0,2,3,0.0,0.0,0,5153339400000.0,5153339400000.0,1,2.0,2,1
a13766,5,2,1.6666666666666667,0.0,0.0,0,-150000000000.0,-150000000000.0,3,2.0,2,3,0.0,0.0,0,79000000000.0,79000000000.0,2,2.0,2,2
a20614,51,5,8.5,0.0,0.0,0,612727755000.0,612727755000.0,3,2.0,2,3,0.0,0.0,0,392440000000.0,392440000000.0,3,2.0,2,3
a17207,15,15,0.9375,2284760799600000.0,2284760799600000.0,9,241542665700000.0,241542665700000.0,9,3.0,3,9,0.0,0.0,0,80539211900000.0,80539211900000.0,3,2.0,2,3
a01419,30,3,7.5,0.0,0.0,0,-18800000000.0,-18800000000.0,3,2.0,2,3,0.0,0.0,0,33003850000.0,33003850000.0,3,2.0,2,3
a20180,4,3,1.0,0.0,0.0,0,-22339500000.0,-22339500000.0,3,2.0,2,3,0.0,0.0,0,22500000000.0,22500000000.0,3,2.0,2,3
a07295,60,93,0.6382978723404256,586563866200000.0,586563866200000.0,9,65304164098249.24,65304164098249.24,9,3.0,3,9,0.0,0.0,0,1001324337907.49,1001324337907.49,2,2.0,2,2
a21410,76,90,0.8351648351648352,0.0,0.0,0,21993661927137.15,21993661927137.15,3,2.0,2,3,0.0,0.0,0,6049034899818.6,6049034899818.6,3,2.0,2,3
a15066,42,87,0.4772727272727273,0.0,0.0,0,278347247284768.44,278347247284768.44,3,2.0,2,3,73323302670509.3,73323302670509.3,5,277075290400000.0,277075290400000.0,5,3.0,3,5
a19280,28,176,0.1581920903954802,9.0392890653e+16,9.0392890653e+16,9,98800692300000.0,98800692300000.0,9,3.0,3,9,0.0,0.0,0,7626925039962.212,7626925039962.212,2,2.0,2,2
a08233,20,2,6.666666666666667,0.0,0.0,0,11690569516190.0,11690569516190.0,3,2.0,2,3,0.0,0.0,0,10126219999740.65,10126219999740.65,2,2.0,2,2
a18300,28,1,14.0,0.0,0.0,0,12157199999280.0,12157199999280.0,3,2.0,2,3,0.0,0.0,0,10068950000000.0,10068950000000.0,1,2.0,2,1
a08658,2,2,0.6666666666666666,8.2495035814e+16,8.2495035814e+16,6,74648814508577.28,74648814508577.28,6,3.0,3,6,0.0,0.0,0,24953648169525.76,24953648169525.76,2,2.0,2,2
a03744,1,1,0.5,0.0,0.0,0,4795320000000.0,4795320000000.0,1,2.0,2,1,7.999998656e+16,7.999998656e+16,3,14279220000000.0,14279220000000.0,3,3.0,3,3
a15472,1,1,0.5,0.0,0.0,0,-9237200000.0,-9237200000.0,1,2.0,2,1,0.0,0.0,0,5037200000.0,5037200000.0,1,2.0,2,1
a18825,1,1,0.5,0.0,0.0,0,186292800000000.0,186292800000000.0,1,2.0,2,1,0.0,0.0,0,186367875400000.03,186367875400000.03,1,2.0,2,1
a19686,12,3,3.0,0.0,0.0,0,717180000000.0,717180000000.0,3,2.0,2,3,0.0,0.0,0,297011700000.0,297011700000.0,1,2.0,2,1
a17119,32,8,3.5555555555555554,0.0,0.0,0,22957118030772.22,22957118030772.22,3,2.0,2,3,0.0,0.0,0,14504949053000.0,14504949053000.0,3,2.0,2,3
a18408,4,6,0.5714285714285714,299969760000000.0,299969760000000.0,6,1326156275953613.5,1326156275953613.5,6,3.0,3,6,0.0,0.0,0,315737500000000.0,315737500000000.0,3,2.0,2,3
a02723,13,2,4.333333333333333,0.0,0.0,0,-99500000000.0,-99500000000.0,3,2.0,2,3,0.0,0.0,0,207193899913.6,207193899913.6,2,2.0,2,2
a00527,1,2,0.3333333333333333,0.0,0.0,0,117428900000.0,117428900000.0,1,2.0,2,1,0.0,0.0,0,211004900000.0,211004900000.0,2,2.0,2,2
a21228,1,1,0.5,0.0,0.0,0,3405430000000.0,3405430000000.0,1,2.0,2,1,0.0,0.0,0,3430000000000.0,3430000000000.0,1,2.0,2,1
a19316,9,13,0.6428571428571429,-535812000000.0,-535812000000.0,6,145016530000000.0,145016530000000.0,6,3.0,3,6,0.0,0.0,0,59528000000000.0,59528000000000.0,3,2.0,2,3
a01650,65,195,0.3316326530612244,5.53558278e+16,5.53558278e+16,9,1495627296000000.0,1495627296000000.0,9,3.0,3,9,0.0,0.0,0,458821023166762.0,458821023166762.0,3,2.0,2,3
a25323,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,997900000000.0,997900000000.0,1,2.0,2,1
a08694,22,22,0.9565217391304348,49991000000000.0,49991000000000.0,1,5035800000000.0,5035800000000.0,1,3.0,3,1,-2520000000.0,-2520000000.0,3,14895000000000.0,14895000000000.0,3,3.0,3,3
a05175,1,2,0.3333333333333333,0.0,0.0,0,195800000000.0,195800000000.0,1,2.0,2,1,0.0,0.0,0,192906800000.0,192906800000.0,2,2.0,2,2
a22632,3,2,1.0,79877740000000.0,79877740000000.0,2,1888466400000.0,1888466400000.0,3,2.6666666666666665,3,3,120905801250000.0,120905801250000.0,6,5722891200000.0,5722891200000.0,6,3.0,3,6
a22655,12,3,3.0,0.0,0.0,0,4599003649542.052,4599003649542.052,3,2.0,2,3,0.0,0.0,0,6450650000000.0,6450650000000.0,3,2.0,2,3
a13481,8,3,2.0,0.0,0.0,0,-58553696000.0,-58553696000.0,3,2.0,2,3,0.0,0.0,0,155415256000.0,155415256000.0,3,2.0,2,3
a01342,0,206,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,28118758200000.0,28118758200000.0,3,2.0,2,3
a18369,1,1,0.5,0.0,0.0,0,575804000000.0,575804000000.0,1,2.0,2,1,0.0,0.0,0,577400000000.0,577400000000.0,1,2.0,2,1
a20259,1,1,0.5,0.0,0.0,0,166470000000.0,166470000000.0,1,2.0,2,1,0.0,0.0,0,186000000000.0,186000000000.0,1,2.0,2,1
a12465,24,19,1.2,0.0,0.0,0,1253297420000000.0,1253297420000000.0,1,2.0,2,1,0.0,0.0,0,1229995590000000.0,1229995590000000.0,2,2.0,2,2
a02354,2,1,1.0,0.0,0.0,0,-27816000000.0,-27816000000.0,1,2.0,2,1,410926930000.0,410926930000.0,3,435510000000.0,435510000000.0,3,3.0,3,3
a16867,3,6,0.4285714285714285,0.0,0.0,0,2167660800000.0,2167660800000.0,3,2.0,2,3,0.0,0.0,0,1211378200000.0,1211378200000.0,2,2.0,2,2
a29866,76,41,1.8095238095238095,0.0,0.0,0,12885815400000.0,12885815400000.0,3,2.0,2,3,0.0,0.0,0,10446951603684.902,10446951603684.902,2,2.0,2,2
a13772,3,3,0.75,0.0,0.0,0,148036846666666.94,148036846666666.94,3,2.0,2,3,5506458162000000.0,5506458162000000.0,9,444006180000000.0,444006180000000.0,9,3.0,3,9
a08039,104,935,0.1111111111111111,3.91971833e+16,3.91971833e+16,9,1021248858996090.0,1021248858996090.0,9,3.0,3,9,0.0,0.0,0,128682657975056.42,128682657975056.42,2,2.0,2,2
a11810,40,2,13.333333333333334,0.0,0.0,0,238887609388.5458,238887609388.5458,3,2.0,2,3,0.0,0.0,0,493540400000.0,493540400000.0,2,2.0,2,2
a12926,4,2,1.3333333333333333,0.0,0.0,0,1.00098218927e+16,1.00098218927e+16,3,2.0,2,3,0.0,0.0,0,1.00099916e+16,1.00099916e+16,2,2.0,2,2
a27861,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,29440323537615.062,29440323537615.062,3,-96785992333.8,-96785992333.8,3,3.0,3,3
a17042,42,9,4.2,0.0,0.0,0,-961000000000.0,-961000000000.0,3,2.0,2,3,0.0,0.0,0,247789999693.61,247789999693.61,3,2.0,2,3
a25143,3,1,1.5,0.0,0.0,0,872562355237.718,872562355237.718,3,2.0,2,3,0.0,0.0,0,333488000000.0,333488000000.0,1,2.0,2,1
a27199,1,1,0.5,0.0,0.0,0,2448512337828.096,2448512337828.096,1,2.0,2,1,0.0,0.0,0,2498845000000.0,2498845000000.0,1,2.0,2,1
a11284,5,7,0.625,0.0,0.0,0,1769464535726.178,1769464535726.178,3,2.0,2,3,0.0,0.0,0,1272982660285.446,1272982660285.446,3,2.0,2,3
a20714,2,1,1.0,0.0,0.0,0,-84820000000.0,-84820000000.0,2,2.0,2,2,0.0,0.0,0,143200000000.0,143200000000.0,1,2.0,2,1
a25463,12,23,0.5,0.0,0.0,0,20250947196214.5,20250947196214.5,3,2.0,2,3,0.0,0.0,0,12875049134000.0,12875049134000.0,2,2.0,2,2
a13595,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,2400000000.0,2400000000.0,1,2.0,2,1
a24811,1,1,0.5,0.0,0.0,0,198950000000.0,198950000000.0,1,2.0,2,1,0.0,0.0,0,200000000000.0,200000000000.0,1,2.0,2,1
a30695,8,2,2.6666666666666665,0.0,0.0,0,39958084200000.0,39958084200000.0,3,2.0,2,3,0.0,0.0,0,41193280000000.0,41193280000000.0,2,2.0,2,2
a21914,4,5,0.6666666666666666,0.0,0.0,0,406299134357.8957,406299134357.8957,2,2.0,2,2,0.0,0.0,0,8507979917.36636,8507979917.36636,1,2.0,2,1
a12835,3,1,1.5,0.0,0.0,0,4037109764000.0,4037109764000.0,3,2.0,2,3,0.0,0.0,0,891000000000.0,891000000000.0,1,2.0,2,1
a26566,193,716,0.2691771269177127,5.606593845e+16,5.606593845e+16,9,1837301371928550.0,1837301371928550.0,9,3.0,3,9,0.0,0.0,0,84040749588192.1,84040749588192.1,3,2.0,2,3
a07661,1,1,0.5,1497456850000000.0,1497456850000000.0,3,2088605100000.0,2088605100000.0,3,3.0,3,3,237049661300000.0,237049661300000.0,3,2041331100000.0,2041331100000.0,3,3.0,3,3
a09114,1,1,0.5,-2572529760000.0,-2572529760000.0,3,17988919200000.0,17988919200000.0,3,3.0,3,3,0.0,0.0,0,5999160000000.0,5999160000000.0,1,2.0,2,1
a16748,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,1.76596878486e+16,1.76596878486e+16,3,-77760000000.0,-77760000000.0,3,3.0,3,3
a16806,9,3,2.25,0.0,0.0,0,-1654003000.0,-1654003000.0,3,2.0,2,3,0.0,0.0,0,14219799063.04,14219799063.04,3,2.0,2,3
a18922,1,1,0.5,0.0,0.0,0,332462400000.0,332462400000.0,1,2.0,2,1,0.0,0.0,0,334562400000.0,334562400000.0,1,2.0,2,1
a05868,2,2,0.6666666666666666,0.0,0.0,0,-7920000000.0,-7920000000.0,2,2.0,2,2,368851022599646.56,368851022599646.56,6,3300000000.0,3300000000.0,6,3.0,3,6
a03489,5,1,2.5,0.0,0.0,0,-377435320000.0,-377435320000.0,3,2.0,2,3,237049661300000.0,237049661300000.0,3,260412414300000.0,260412414300000.0,3,3.0,3,3
a03269,1,1,0.5,0.0,0.0,0,197607700000.0,197607700000.0,1,2.0,2,1,0.0,0.0,0,210207700000.0,210207700000.0,1,2.0,2,1
a29363,6,6,0.8571428571428571,0.0,0.0,0,72011645765000.0,72011645765000.0,3,2.0,2,3,0.0,0.0,0,72260890000000.0,72260890000000.0,3,2.0,2,3
a31400,3,3,0.75,518290707994837.8,518290707994837.8,9,92987400000000.0,92987400000000.0,9,3.0,3,9,0.0,0.0,0,20996430000000.0,20996430000000.0,3,2.0,2,3
a03580,3,1,1.5,0.0,0.0,0,-5610000000.0,-5610000000.0,2,2.0,2,2,0.0,0.0,0,0.0,0.0,1,2.0,2,1
a24767,0,182,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,68582888719389.52,68582888719389.52,3,2.0,2,3
a29308,18,7,2.25,0.0,0.0,0,1499244000000.0,1499244000000.0,3,2.0,2,3,0.0,0.0,0,999531600000.0,999531600000.0,3,2.0,2,3
a04611,0,23,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,-1349247600000.0,-1349247600000.0,9,297004422000000.0,297004422000000.0,9,3.0,3,9
a09823,10,1,5.0,0.0,0.0,0,-37380000000.0,-37380000000.0,3,2.0,2,3,38935400000.0,38935400000.0,3,147600000000.0,147600000000.0,3,3.0,3,3
a17957,36,37,0.9473684210526316,5484599520000000.0,5484599520000000.0,9,240258942073437.75,240258942073437.75,9,3.0,3,9,0.0,0.0,0,80031456777036.52,80031456777036.52,3,2.0,2,3
a04039,1,1,0.5,0.0,0.0,0,29979000000000.0,29979000000000.0,1,2.0,2,1,0.0,0.0,0,29880000000000.0,29880000000000.0,1,2.0,2,1
a07550,1,1,0.5,0.0,0.0,0,23320000000.0,23320000000.0,1,2.0,2,1,0.0,0.0,0,24160000000.0,24160000000.0,1,2.0,2,1
a19946,439,4,87.8,0.0,0.0,0,-258896400000.0,-258896400000.0,3,2.0,2,3,0.0,0.0,0,111078000000.0,111078000000.0,1,2.0,2,1
a10808,24,10,2.1818181818181817,253995800000000.0,253995800000000.0,2,519873520000000.0,519873520000000.0,4,2.5,3,4,1.742959176e+16,1.742959176e+16,9,265504994700000.0,265504994700000.0,9,3.0,3,9
a18615,15,16,0.8823529411764706,0.0,0.0,0,1454838620000.0,1454838620000.0,3,2.0,2,3,0.0,0.0,0,1315385640000.0,1315385640000.0,3,2.0,2,3
a09073,40,9,4.0,0.0,0.0,0,-105400000000.0,-105400000000.0,2,2.0,2,2,0.0,0.0,0,89941000000.0,89941000000.0,3,2.0,2,3
a20290,1,1,0.5,0.0,0.0,0,-1650000000.0,-1650000000.0,1,2.0,2,1,0.0,0.0,0,150000000.0,150000000.0,1,2.0,2,1
a27313,6,2,2.0,0.0,0.0,0,5007000000000.0,5007000000000.0,3,2.0,2,3,0.0,0.0,0,5132000000000.0,5132000000000.0,2,2.0,2,2
a19268,376,12,28.923076923076923,-17655450000.0,-17655450000.0,3,1162500000000.0,1162500000000.0,4,2.75,3,4,1980964464000.0,1980964464000.0,9,4184250000000.0,4184250000000.0,9,3.0,3,9
a02650,39,1,19.5,0.0,0.0,0,-65489062500.0,-65489062500.0,3,2.0,2,3,3.9297852172e+16,3.9297852172e+16,3,2000280000000.0,2000280000000.0,3,3.0,3,3
a06994,1,1,0.5,4473313419600000.0,4473313419600000.0,3,59962799999994.0,59962799999994.0,3,3.0,3,3,745349600000000.0,745349600000000.0,3,59974800000000.0,59974800000000.0,3,3.0,3,3
a04827,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,26990000000.0,26990000000.0,1,2.0,2,1
a10593,217,37,5.7105263157894735,0.0,0.0,0,23443979596932.15,23443979596932.15,3,2.0,2,3,0.0,0.0,0,11962003700000.0,11962003700000.0,3,2.0,2,3
a24994,19,1,9.5,0.0,0.0,0,2371649999127.8696,2371649999127.8696,3,2.0,2,3,0.0,0.0,0,997482099951.07,997482099951.07,1,2.0,2,1
a27497,79,47,1.6458333333333333,0.0,0.0,0,38778699100000.0,38778699100000.0,3,2.0,2,3,0.0,0.0,0,59449099462192.81,59449099462192.81,3,2.0,2,3
a29763,20,16,1.1764705882352942,0.0,0.0,0,9979000000000.0,9979000000000.0,1,2.0,2,1,0.0,0.0,0,139566434300000.0,139566434300000.0,2,2.0,2,2
a02376,44,470,0.0934182590233545,0.0,0.0,0,101688855180000.0,101688855180000.0,3,2.0,2,3,0.0,0.0,0,9437021121069.225,9437021121069.225,3,2.0,2,3
a02260,11,4,2.2,0.0,0.0,0,114138341228000.0,114138341228000.0,3,2.0,2,3,0.0,0.0,0,134357475000000.0,134357475000000.0,3,2.0,2,3
a13893,14,191,0.0729166666666666,0.0,0.0,0,61566340797883.7,61566340797883.7,3,2.0,2,3,0.0,0.0,0,3835286817666.379,3835286817666.379,3,2.0,2,3
a30777,2,1,1.0,0.0,0.0,0,98700000000.0,98700000000.0,1,2.0,2,1,119088000000.0,119088000000.0,1,109727000000.0,109727000000.0,1,3.0,3,1
a08302,42,62,0.6666666666666666,0.0,0.0,0,6644879541899.877,6644879541899.877,3,2.0,2,3,0.0,0.0,0,6673032481217.074,6673032481217.074,3,2.0,2,3
a07448,2,10,0.1818181818181818,0.0,0.0,0,388641616500000.0,388641616500000.0,2,2.0,2,2,0.0,0.0,0,61955173445503.28,61955173445503.28,2,2.0,2,2
a07796,16,27,0.5714285714285714,439986140000000.0,439986140000000.0,2,1253814989400000.0,1253814989400000.0,4,2.5,3,4,1126260102700000.0,1126260102700000.0,4,593553435000000.0,593553435000000.0,5,2.8,3,5
a10595,6,2,2.0,0.0,0.0,0,-9000000000.0,-9000000000.0,2,2.0,2,2,0.0,0.0,0,64633944000000.016,64633944000000.016,2,2.0,2,2
a27620,15,4,3.0,0.0,0.0,0,-71800000000.0,-71800000000.0,3,2.0,2,3,0.0,0.0,0,51300000000.0,51300000000.0,3,2.0,2,3
a29180,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,2392848530000.14,2392848530000.14,1,2.0,2,1
a10986,1,1,0.5,4473313419600000.0,4473313419600000.0,3,3809025900000.0,3809025900000.0,3,3.0,3,3,0.0,0.0,0,1276815300000.0,1276815300000.0,1,2.0,2,1
a11348,2,1,1.0,0.0,0.0,0,14964720000000.0,14964720000000.0,2,2.0,2,2,0.0,0.0,0,14995800000000.0,14995800000000.0,1,2.0,2,1
a02271,134,11,11.166666666666666,0.0,0.0,0,105937070554990.44,105937070554990.44,2,2.0,2,2,0.0,0.0,0,21597370970701.117,21597370970701.117,3,2.0,2,3
a29584,2,1,1.0,0.0,0.0,0,3281942900000.0,3281942900000.0,2,2.0,2,2,0.0,0.0,0,3338700000000.0,3338700000000.0,1,2.0,2,1
a10801,4,4,0.8,3999040000000000.0,3999040000000000.0,2,429977565168128.5,429977565168128.5,3,2.6666666666666665,3,3,0.0,0.0,0,49695590000000.0,49695590000000.0,1,2.0,2,1
a24731,26,66,0.3880597014925373,0.0,0.0,0,99905401797809.95,99905401797809.95,3,2.0,2,3,0.0,0.0,0,30012660414608.36,30012660414608.36,3,2.0,2,3
a28112,8,4,1.6,0.0,0.0,0,30589801000000.0,30589801000000.0,3,2.0,2,3,0.0,0.0,0,19561600000000.0,19561600000000.0,2,2.0,2,2
a09575,12,9,1.2,150709837200000.0,150709837200000.0,9,4139979600000.0,4139979600000.0,9,3.0,3,9,5359420369259999.0,5359420369259999.0,9,1575798311289.2395,1575798311289.2395,9,3.0,3,9
a11449,44,82,0.5301204819277109,0.0,0.0,0,6763682100000.0,6763682100000.0,3,2.0,2,3,0.0,0.0,0,1501354921402.1846,1501354921402.1846,3,2.0,2,3
a29452,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,505118780000.0,505118780000.0,1,2.0,2,1
a20814,4,4,0.8,0.0,0.0,0,20336730100000.0,20336730100000.0,3,2.0,2,3,0.0,0.0,0,2323356700000.0,2323356700000.0,1,2.0,2,1
a11567,7,35,0.1944444444444444,0.0,0.0,0,1495397200000.0,1495397200000.0,3,2.0,2,3,0.0,0.0,0,1915301300000.0,1915301300000.0,3,2.0,2,3
