account,out_degree,in_degree,degree_ratio,A_fprofit,A_fpprofit,A_fsize,B_fprofit,B_fpprofit,B_fsize,avg_forward_path_length,max_forward_path_length,forward_path_count,A_bprofit,A_bpprofit,A_bsize,B_bprofit,B_bpprofit,B_bsize,avg_backward_path_length,max_backward_path_length,backward_path_count
a05165,41,43,0.9318181818181818,0.0,0.0,0,1944732981990.788,1944732981990.788,2,2.0,2,2,0.0,0.0,0,1531766046176.435,1531766046176.435,3,2.0,2,3
a24411,4,5,0.6666666666666666,2451021162811187.5,2451021162811187.5,9,87286435284834.0,87286435284834.0,9,3.0,3,9,0.0,0.0,0,11981100000000.0,11981100000000.0,3,2.0,2,3
a29708,43,11,3.5833333333333335,0.0,0.0,0,-467350000000.0,-467350000000.0,3,2.0,2,3,0.0,0.0,0,369590000000.0,369590000000.0,3,2.0,2,3
a17861,147,29,4.9,0.0,0.0,0,1349979000000000.0,1349979000000000.0,2,2.0,2,2,0.0,0.0,0,1581693123086863.5,1581693123086863.5,3,2.0,2,3
a09838,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,-4500000000.0,-4500000000.0,1,2.0,2,1
a18087,1,6,0.1428571428571428,0.0,0.0,0,142279057942816.53,142279057942816.53,1,2.0,2,1,0.0,0.0,0,62325016442455.95,62325016442455.95,3,2.0,2,3
a27954,3,2,1.0,0.0,0.0,0,1.0009960989799998e+16,1.0009960989799998e+16,3,2.0,2,3,0.0,0.0,0,1.00099916e+16,1.00099916e+16,2,2.0,2,2
a12011,1,1,0.5,4473313419600000.0,4473313419600000.0,3,59962799999994.0,59962799999994.0,3,3.0,3,3,0.0,0.0,0,19995800000000.0,19995800000000.0,1,2.0,2,1
a27781,14,12,1.0769230769230769,1.23742553721e+17,1.23742553721e+17,9,1670656050000000.0,1670656050000000.0,9,3.0,3,9,0.0,0.0,0,399980050000000.0,399980050000000.0,3,2.0,2,3
a24890,19,3,4.75,0.0,0.0,0,115001600000.0,115001600000.0,3,2.0,2,3,0.0,0.0,0,274624400000.0,274624400000.0,3,2.0,2,3
a16686,23,11,1.9166666666666667,0.0,0.0,0,12992860000000.0,12992860000000.0,3,2.0,2,3,0.0,0.0,0,3501986000000.0,3501986000000.0,1,2.0,2,1
a26301,95,110,0.8558558558558559,0.0,0.0,0,93794158677269.44,93794158677269.44,3,2.0,2,3,9878782766202582.0,9878782766202582.0,9,268256945700000.0,268256945700000.0,9,3.0,3,9
a02955,21,1,10.5,0.0,0.0,0,56145411619892.39,56145411619892.39,3,2.0,2,3,0.0,0.0,0,3023900000000.0,3023900000000.0,1,2.0,2,1
a06470,1,6,0.1428571428571428,0.0,0.0,0,44976059643634.54,44976059643634.54,1,2.0,2,1,0.0,0.0,0,13667185943634.54,13667185943634.54,3,2.0,2,3
a18699,3,3,0.75,1.0067409684096e+17,1.0067409684096e+17,9,66880010100000.0,66880010100000.0,9,3.0,3,9,0.0,0.0,0,22276911100000.0,22276911100000.0,3,2.0,2,3
a21755,3,3,0.75,0.0,0.0,0,-156000000000.0,-156000000000.0,3,2.0,2,3,0.0,0.0,0,21500000000.0,21500000000.0,3,2.0,2,3
a15366,1,51,0.0192307692307692,0.0,0.0,0,541594530306908.75,541594530306908.75,1,2.0,2,1,0.0,0.0,0,149971580000000.0,149971580000000.0,2,2.0,2,2
a29416,5,3,1.25,0.0,0.0,0,-61000000000.0,-61000000000.0,3,2.0,2,3,0.0,0.0,0,32760000000.0,32760000000.0,3,2.0,2,3
a19754,44,363,0.1208791208791208,0.0,0.0,0,149967733500000.0,149967733500000.0,1,2.0,2,1,0.0,0.0,0,89995800000000.0,89995800000000.0,1,2.0,2,1
a01884,7,5,1.1666666666666667,0.0,0.0,0,-46000000000.0,-46000000000.0,3,2.0,2,3,0.0,0.0,0,34240000000.0,34240000000.0,3,2.0,2,3
a15903,572,46,12.170212765957446,0.0,0.0,0,599196178607497.4,599196178607497.4,3,2.0,2,3,5.62114306338244e+16,5.62114306338244e+16,7,1541472570459834.5,1541472570459834.5,7,3.0,3,7
a10224,2,9,0.2,0.0,0.0,0,113745801100000.0,113745801100000.0,2,2.0,2,2,0.0,0.0,0,4104908700000.0,4104908700000.0,3,2.0,2,3
a22608,1,1,0.5,0.0,0.0,0,368930700000.0,368930700000.0,1,2.0,2,1,0.0,0.0,0,371450783779.796,371450783779.796,1,2.0,2,1
a10151,110,26,4.074074074074074,0.0,0.0,0,9749190880000000.0,9749190880000000.0,3,2.0,2,3,1.559290620485e+16,1.559290620485e+16,9,1.280209470129e+17,1.280209470129e+17,9,3.0,3,9
a02209,5,67,0.0735294117647058,0.0,0.0,0,133951888999999.98,133951888999999.98,3,2.0,2,3,0.0,0.0,0,6117450636970.221,6117450636970.221,3,2.0,2,3
a07182,1,1,0.5,0.0,0.0,0,-11859840000.0,-11859840000.0,1,2.0,2,1,0.0,0.0,0,8140160000.0,8140160000.0,1,2.0,2,1
a01172,6,6,0.8571428571428571,5.099976105e+16,5.099976105e+16,9,500284359600000.0,500284359600000.0,9,3.0,3,9,0.0,0.0,0,148973330000000.0,148973330000000.0,2,2.0,2,2
a09419,24,2,8.0,963289999198.43,963289999198.43,3,4143119999080.8296,4143119999080.8296,3,3.0,3,3,4143119999080.8296,4143119999080.8296,3,963289999198.43,963289999198.43,3,3.0,3,3
a28314,3,2,1.0,0.0,0.0,0,1009934090000000.0,1009934090000000.0,3,2.0,2,3,0.0,0.0,0,1009985804000000.0,1009985804000000.0,2,2.0,2,2
a20392,83,17,4.611111111111111,0.0,0.0,0,63330162632000.0,63330162632000.0,3,2.0,2,3,0.0,0.0,0,52458041137306.22,52458041137306.22,3,2.0,2,3
a07167,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,17501599740.65,17501599740.65,1,2.0,2,1
a18702,5,2,1.6666666666666667,0.0,0.0,0,-96000000000.0,-96000000000.0,2,2.0,2,2,0.0,0.0,0,1988660000000.0,1988660000000.0,2,2.0,2,2
a12139,218,5,36.333333333333336,0.0,0.0,0,1499880000000000.0,1499880000000000.0,1,2.0,2,1,0.0,0.0,0,331993700000000.0,331993700000000.0,2,2.0,2,2
a13368,1,1,0.5,547460000000.0,547460000000.0,1,120762000000.0,120762000000.0,1,3.0,3,1,0.0,0.0,0,120972000000.0,120972000000.0,1,2.0,2,1
a01398,20,2,6.666666666666667,0.0,0.0,0,449808158416000.0,449808158416000.0,3,2.0,2,3,0.0,0.0,0,150997228000000.0,150997228000000.0,1,2.0,2,1
a04071,5,19,0.25,0.0,0.0,0,8993960906124.908,8993960906124.908,3,2.0,2,3,0.0,0.0,0,1569958987709.9702,1569958987709.9702,3,2.0,2,3
a27017,27,23,1.125,0.0,0.0,0,789007490000000.0,789007490000000.0,3,2.0,2,3,0.0,0.0,0,265648500000000.0,265648500000000.0,1,2.0,2,1
a00064,1,1,0.5,0.0,0.0,0,-16500000000.0,-16500000000.0,1,2.0,2,1,0.0,0.0,0,13400000000.0,13400000000.0,1,2.0,2,1
a01778,1,6,0.1428571428571428,0.0,0.0,0,156289476700000.0,156289476700000.0,1,2.0,2,1,0.0,0.0,0,65279885600000.0,65279885600000.0,2,2.0,2,2
a10752,22,1,11.0,0.0,0.0,0,1416231473923664.0,1416231473923664.0,3,2.0,2,3,1478013000000.0,1478013000000.0,5,2284350786855.693,2284350786855.693,1,3.0,3,3
a31334,0,29,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,-13464000000000.0,-13464000000000.0,3,2.0,2,3
a16152,292,118,2.453781512605042,2130620363420418.0,2130620363420418.0,9,3.472335957141e+16,3.472335957141e+16,9,3.0,3,9,0.0,0.0,0,7575739274700000.0,7575739274700000.0,2,2.0,2,2
a00067,61,9,6.1,0.0,0.0,0,9592987656035.5,9592987656035.5,3,2.0,2,3,0.0,0.0,0,4678562476035.5,4678562476035.5,1,2.0,2,1
a08283,4,2,1.3333333333333333,0.0,0.0,0,1.00099472e+16,1.00099472e+16,3,2.0,2,3,0.0,0.0,0,1.00099916e+16,1.00099916e+16,2,2.0,2,2
a27978,1,1,0.5,0.0,0.0,0,7282226300000.0,7282226300000.0,1,2.0,2,1,0.0,0.0,0,7284326300000.0,7284326300000.0,1,2.0,2,1
a04349,1,1,0.5,0.0,0.0,0,20159000000.0,20159000000.0,1,2.0,2,1,0.0,0.0,0,44316400000.0,44316400000.0,1,2.0,2,1
a07982,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,24224979380000.0,24224979380000.0,3,1098300000000.0,1098300000000.0,3,3.0,3,3
a15928,24,7,3.0,0.0,0.0,0,64491262810000.0,64491262810000.0,3,2.0,2,3,0.0,0.0,0,63502059362500.0,63502059362500.0,3,2.0,2,3
a02083,2,4,0.4,0.0,0.0,0,14707206000000.0,14707206000000.0,2,2.0,2,2,0.0,0.0,0,9931153399999.1,9931153399999.1,3,2.0,2,3
a04002,8,3,2.0,0.0,0.0,0,-86467000000.0,-86467000000.0,1,2.0,2,1,0.0,0.0,0,1201221490000.0,1201221490000.0,1,2.0,2,1
a19557,32,9,3.2,0.0,0.0,0,25549145310000.0,25549145310000.0,3,2.0,2,3,-99792000000.0,-99792000000.0,2,54331910600000.0,54331910600000.0,4,2.5,3,4
a13277,14,1,7.0,0.0,0.0,0,468293300000.0,468293300000.0,3,2.0,2,3,0.0,0.0,0,993070000000.0,993070000000.0,1,2.0,2,1
a04845,66,111,0.5892857142857143,0.0,0.0,0,37551999257540.95,37551999257540.95,3,2.0,2,3,0.0,0.0,0,24780415041227.47,24780415041227.47,3,2.0,2,3
a29098,18,28,0.6206896551724138,0.0,0.0,0,38839010247801.26,38839010247801.26,3,2.0,2,3,0.0,0.0,0,6227314135065.78,6227314135065.78,3,2.0,2,3
a28290,169,24,6.76,0.0,0.0,0,8332292430000.0,8332292430000.0,3,2.0,2,3,0.0,0.0,0,6199041520997.328,6199041520997.328,3,2.0,2,3
a30186,33,32,1.0,0.0,0.0,0,49721800000000.0,49721800000000.0,2,2.0,2,2,3.00634080996e+16,3.00634080996e+16,7,295310229120000.0,295310229120000.0,7,3.0,3,7
a06840,90,92,0.967741935483871,0.0,0.0,0,899410593438856.2,899410593438856.2,3,2.0,2,3,0.0,0.0,0,874270907217600.5,874270907217600.5,3,2.0,2,3
a09635,24,80,0.2962962962962963,0.0,0.0,0,1176740470000000.0,1176740470000000.0,2,2.0,2,2,0.0,0.0,0,39951280000000.0,39951280000000.0,2,2.0,2,2
a18917,10,10,0.9090909090909092,4771603284600000.0,4771603284600000.0,9,2244965999998.74,2244965999998.74,9,3.0,3,9,105983060000000.0,105983060000000.0,7,1200800000000.0,1200800000000.0,7,3.0,3,7
a20101,214,127,1.671875,0.0,0.0,0,118942460000000.0,118942460000000.0,2,2.0,2,2,0.0,0.0,0,119457614506288.16,119457614506288.16,3,2.0,2,3
a26135,1,1,0.5,0.0,0.0,0,598740000000.0,598740000000.0,1,2.0,2,1,0.0,0.0,0,599113799951.07,599113799951.07,1,2.0,2,1
a24358,29,12,2.230769230769231,0.0,0.0,0,-25853400000.0,-25853400000.0,2,2.0,2,2,90120000000.0,90120000000.0,9,123139200000.0,123139200000.0,9,3.0,3,9
a30284,1,1,0.5,0.0,0.0,0,-4000000000.0,-4000000000.0,1,2.0,2,1,7146117299999.999,7146117299999.999,1,2320000000.0,2320000000.0,1,3.0,3,1
a28631,43,3,10.75,0.0,0.0,0,10911161640000.0,10911161640000.0,2,2.0,2,2,7622231392129.52,7622231392129.52,9,30710939999221.95,30710939999221.95,9,3.0,3,9
a30234,4,2,1.3333333333333333,0.0,0.0,0,1009947200000000.0,1009947200000000.0,3,2.0,2,3,0.0,0.0,0,1009991600000000.0,1009991600000000.0,2,2.0,2,2
a08654,1,1,0.5,0.0,0.0,0,4982780000000.0,4982780000000.0,1,2.0,2,1,0.0,0.0,0,4997900000000.0,4997900000000.0,1,2.0,2,1
a12790,3,4,0.6,0.0,0.0,0,360962439098704.25,360962439098704.25,3,2.0,2,3,0.0,0.0,0,160955685499649.94,160955685499649.94,3,2.0,2,3
a24272,1,555,0.0017985611510791,0.0,0.0,0,75375403011639.39,75375403011639.39,1,2.0,2,1,0.0,0.0,0,1016396311639.4,1016396311639.4,3,2.0,2,3
a20712,153,1,76.5,0.0,0.0,0,6.0619991677905e+17,6.0619991677905e+17,3,2.0,2,3,0.0,0.0,0,4234673751200.0,4234673751200.0,1,2.0,2,1
a15449,152,11,12.666666666666666,0.0,0.0,0,-1233000000000.0,-1233000000000.0,3,2.0,2,3,0.0,0.0,0,1557160000000.0,1557160000000.0,3,2.0,2,3
a11870,1,1,0.5,0.0,0.0,0,-12771070000.0,-12771070000.0,1,2.0,2,1,0.0,0.0,0,8490000000.0,8490000000.0,1,2.0,2,1
a15950,65,69,0.9285714285714286,3.11987527e+16,3.11987527e+16,9,762039360000000.0,762039360000000.0,9,3.0,3,9,0.0,0.0,0,254028246299595.75,254028246299595.75,3,2.0,2,3
a31464,19,2,6.333333333333333,0.0,0.0,0,11671299850000.0,11671299850000.0,3,2.0,2,3,0.0,0.0,0,16989290000000.0,16989290000000.0,1,2.0,2,1
a02495,30,14,2.0,0.0,0.0,0,326939317499999.6,326939317499999.6,3,2.0,2,3,0.0,0.0,0,207261572900000.0,207261572900000.0,2,2.0,2,2
a30776,1,1,0.5,0.0,0.0,0,1195481800000.0,1195481800000.0,1,2.0,2,1,0.0,0.0,0,1196951800000.0,1196951800000.0,1,2.0,2,1
a25637,2,1,1.0,0.0,0.0,0,8941390000000.0,8941390000000.0,1,2.0,2,1,0.0,0.0,0,10970067546333.451,10970067546333.451,1,2.0,2,1
a21217,136,151,0.8947368421052632,0.0,0.0,0,24224300334197.656,24224300334197.656,3,2.0,2,3,0.0,0.0,0,8494281007606.676,8494281007606.676,3,2.0,2,3
a20022,49,7,6.125,0.0,0.0,0,3669996582323053.0,3669996582323053.0,3,2.0,2,3,0.0,0.0,0,1.34999969339496e+16,1.34999969339496e+16,2,2.0,2,2
a19981,2,3,0.5,1.05952601608e+16,1.05952601608e+16,6,11064600000000.0,11064600000000.0,6,3.0,3,6,0.0,0.0,0,3913200000000.0,3913200000000.0,3,2.0,2,3
a14785,5,2,1.6666666666666667,0.0,0.0,0,-100440000000.0,-100440000000.0,3,2.0,2,3,115382080872785.05,115382080872785.05,6,89369696036.40001,89369696036.40001,6,3.0,3,6
a12271,1,1,0.5,0.0,0.0,0,29277001000000.0,29277001000000.0,1,2.0,2,1,650722043550000.0,650722043550000.0,3,87537303000000.0,87537303000000.0,3,3.0,3,3
a26481,4,2,1.3333333333333333,0.0,0.0,0,120526975623742.8,120526975623742.8,3,2.0,2,3,0.0,0.0,0,1.00099916e+16,1.00099916e+16,2,2.0,2,2
a13015,4,106,0.0373831775700934,0.0,0.0,0,264376899999174.88,264376899999174.88,3,2.0,2,3,0.0,0.0,0,2175822100000.0,2175822100000.0,1,2.0,2,1
a11342,36,67,0.5294117647058824,0.0,0.0,0,1251964000000000.0,1251964000000000.0,2,2.0,2,2,0.0,0.0,0,2983994026000000.0,2983994026000000.0,2,2.0,2,2
a08549,13,13,0.9285714285714286,1379163800000000.0,1379163800000000.0,9,254608773600000.0,254608773600000.0,9,3.0,3,9,0.0,0.0,0,84884621200000.0,84884621200000.0,3,2.0,2,3
a11329,1,3,0.25,0.0,0.0,0,29959180000000.0,29959180000000.0,1,2.0,2,1,0.0,0.0,0,19932000000000.0,19932000000000.0,2,2.0,2,2
a20181,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,39992440000000.0,39992440000000.0,1,2.0,2,1
a12601,12,1,6.0,0.0,0.0,0,-7600000000.0,-7600000000.0,3,2.0,2,3,0.0,0.0,0,13700000000.0,13700000000.0,1,2.0,2,1
a11281,21,4,4.2,0.0,0.0,0,25799903252.0,25799903252.0,2,2.0,2,2,0.0,0.0,0,1080901171633.242,1080901171633.242,2,2.0,2,2
a09905,24,6,3.4285714285714284,-12709180635.2384,-12709180635.2384,1,5076239875516.096,5076239875516.096,3,2.3333333333333335,3,3,0.0,0.0,0,513700000000.0,513700000000.0,2,2.0,2,2
a29083,47,8,5.222222222222222,0.0,0.0,0,130081332282358.86,130081332282358.86,1,2.0,2,1,0.0,0.0,0,1235135859711.589,1235135859711.589,2,2.0,2,2
a21593,52,26,1.9259259259259256,-33893800000.0,-33893800000.0,2,180650727847805.7,180650727847805.7,4,2.5,3,4,0.0,0.0,0,155757439041959.66,155757439041959.66,3,2.0,2,3
a10478,1,0,1.0,0.0,0.0,0,3466859520000.0,3466859520000.0,1,2.0,2,1,0.0,0.0,0,0.0,0.0,0,1.0,1,1
a20019,11,8,1.2222222222222223,0.0,0.0,0,55620876554237.29,55620876554237.29,3,2.0,2,3,0.0,0.0,0,33933011300000.0,33933011300000.0,3,2.0,2,3
a24174,7,1,3.5,0.0,0.0,0,2572230000000.0,2572230000000.0,3,2.0,2,3,2021047783187539.2,2021047783187539.2,3,29435580000000.0,29435580000000.0,3,3.0,3,3
a00713,17,3,4.25,1995000000000.0,1995000000000.0,1,18467944000.0,18467944000.0,3,2.3333333333333335,3,3,0.0,0.0,0,47160000000.0,47160000000.0,2,2.0,2,2
a28342,23,1,11.5,0.0,0.0,0,74487748000.0,74487748000.0,3,2.0,2,3,98144173000.0,98144173000.0,1,99769000000.0,99769000000.0,1,3.0,3,1
a16553,2,1,1.0,0.0,0.0,0,-612500000000.0,-612500000000.0,1,2.0,2,1,437390000000.0,437390000000.0,1,561050000000.0,561050000000.0,1,3.0,3,1
a07460,71,107,0.6574074074074074,0.0,0.0,0,32141647346178.71,32141647346178.71,3,2.0,2,3,0.0,0.0,0,6012565849770.851,6012565849770.851,3,2.0,2,3
a07636,63,25,2.423076923076923,0.0,0.0,0,7836768999338.289,7836768999338.289,3,2.0,2,3,0.0,0.0,0,893069999951.0701,893069999951.0701,1,2.0,2,1
a21724,2,1,1.0,0.0,0.0,0,-30000000000.0,-30000000000.0,1,2.0,2,1,0.0,0.0,0,144750000000.0,144750000000.0,1,2.0,2,1
a19036,1,0,1.0,0.0,0.0,0,0.0,0.0,1,2.0,2,1,0.0,0.0,0,0.0,0.0,0,1.0,1,1
a15945,25,4,5.0,0.0,0.0,0,-2621528000.0,-2621528000.0,3,2.0,2,3,0.0,0.0,0,22543000000.0,22543000000.0,3,2.0,2,3
a01480,25807,11,2150.5833333333335,0.0,0.0,0,-27500000000000.0,-27500000000000.0,3,2.0,2,3,-98700000000.0,-98700000000.0,2,62006700016332.17,62006700016332.17,3,2.6666666666666665,3,3
a16885,28,16,1.6470588235294117,0.0,0.0,0,1558361328065076.2,1558361328065076.2,3,2.0,2,3,0.0,0.0,0,1570706991000000.0,1570706991000000.0,3,2.0,2,3
a01409,5,2,1.6666666666666667,0.0,0.0,0,-7200000000.0,-7200000000.0,2,2.0,2,2,393748063581.8,393748063581.8,4,397060000000.0,397060000000.0,4,3.0,3,4
a14625,5,2,1.6666666666666667,0.0,0.0,0,-288310000000.0,-288310000000.0,3,2.0,2,3,0.0,0.0,0,1039430000000.0,1039430000000.0,2,2.0,2,2
a07194,5,2,1.6666666666666667,0.0,0.0,0,-60000000000.0,-60000000000.0,2,2.0,2,2,-84000000000.0,-84000000000.0,2,0.0,0.0,2,3.0,3,2
a01088,72,70,1.0140845070422535,0.0,0.0,0,5762460400000.0,5762460400000.0,3,2.0,2,3,0.0,0.0,0,3003779048302.829,3003779048302.829,3,2.0,2,3
a10119,0,127,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,2.12879557929e+16,2.12879557929e+16,3,2.0,2,3
a16954,134,39,3.35,0.0,0.0,0,-860052000025.8,-860052000025.8,3,2.0,2,3,0.0,0.0,0,1252262501195.65,1252262501195.65,3,2.0,2,3
a08606,1,1,0.5,0.0,0.0,0,4930368500000.0,4930368500000.0,1,2.0,2,1,1.8140767810994852e+16,1.8140767810994852e+16,3,14531365500000.0,14531365500000.0,3,3.0,3,3
a27425,4,7,0.5,0.0,0.0,0,2161541700000.0,2161541700000.0,3,2.0,2,3,0.0,0.0,0,697990000000.0,697990000000.0,2,2.0,2,2
a14743,5,3,1.25,0.0,0.0,0,-54000000000.0,-54000000000.0,3,2.0,2,3,0.0,0.0,0,41100000000.0,41100000000.0,3,2.0,2,3
a03183,24,4,4.8,134101523318127.77,134101523318127.77,2,655227550000000.0,655227550000000.0,3,2.6666666666666665,3,3,0.0,0.0,0,12021618723314.73,12021618723314.73,3,2.0,2,3
a23015,1,1,0.5,0.0,0.0,0,-8000000000.0,-8000000000.0,1,2.0,2,1,0.0,0.0,0,2000000000.0,2000000000.0,1,2.0,2,1
a00518,1,4,0.2,4.1247517907e+16,4.1247517907e+16,3,55082010000000.0,55082010000000.0,3,3.0,3,3,0.0,0.0,0,11266070000000.0,11266070000000.0,3,2.0,2,3
a05244,12,10,1.0909090909090908,239397336600000.0,239397336600000.0,9,686831957066395.0,686831957066395.0,9,3.0,3,9,0.0,0.0,0,20142947200000.0,20142947200000.0,2,2.0,2,2
a17961,21,21,0.9545454545454546,1.38801537e+17,1.38801537e+17,9,943266338400000.0,943266338400000.0,9,3.0,3,9,4232985714799387.0,4232985714799387.0,9,598584929999080.8,598584929999080.8,9,3.0,3,9
a05701,4,4,0.8,0.0,0.0,0,3646245504782.8066,3646245504782.8066,3,2.0,2,3,0.0,0.0,0,3955191200000.0,3955191200000.0,3,2.0,2,3
a03404,325,419,0.7738095238095238,0.0,0.0,0,51271144690536.305,51271144690536.305,3,2.0,2,3,0.0,0.0,0,16473931303585.602,16473931303585.602,3,2.0,2,3
a14964,0,100,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,10015823777004.516,10015823777004.516,1,2.0,2,1
a23213,46,3,11.5,0.0,0.0,0,10013106600000.0,10013106600000.0,3,2.0,2,3,0.0,0.0,0,3809000000000.0,3809000000000.0,1,2.0,2,1
a09540,1,1,0.5,118720454000000.0,118720454000000.0,3,119983620000000.0,119983620000000.0,3,3.0,3,3,0.0,0.0,0,39997952500000.0,39997952500000.0,1,2.0,2,1
a01087,3,2,1.0,0.0,0.0,0,1009959050000000.0,1009959050000000.0,3,2.0,2,3,0.0,0.0,0,1009991180000000.0,1009991180000000.0,2,2.0,2,2
a25838,15,15,0.9375,0.0,0.0,0,-484800000000.0,-484800000000.0,3,2.0,2,3,0.0,0.0,0,0.0,0.0,3,2.0,2,3
a10402,32,47,0.6666666666666666,1416077853145836.0,1416077853145836.0,9,12566042105370.81,12566042105370.81,9,3.0,3,9,0.0,0.0,0,3138299020755.923,3138299020755.923,3,2.0,2,3
a14737,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,-4200000000.0,-4200000000.0,1,2.0,2,1
a27293,119,36,3.216216216216216,0.0,0.0,0,120653202100000.2,120653202100000.2,3,2.0,2,3,0.0,0.0,0,53869621800000.0,53869621800000.0,1,2.0,2,1
a13106,9,9,0.9,0.0,0.0,0,15458480000000.0,15458480000000.0,3,2.0,2,3,0.0,0.0,0,3037230000000.0,3037230000000.0,3,2.0,2,3
a21798,26,15,1.625,703736370000000.0,703736370000000.0,9,23225766059665.88,23225766059665.88,9,3.0,3,9,0.0,0.0,0,4507629999913.061,4507629999913.061,2,2.0,2,2
a11098,1,1,0.5,0.0,0.0,0,101159063930.78464,101159063930.78464,1,2.0,2,1,0.0,0.0,0,475766343424.688,475766343424.688,1,2.0,2,1
a08499,2,40,0.048780487804878,0.0,0.0,0,35036129100000.0,35036129100000.0,2,2.0,2,2,0.0,0.0,0,29116167200000.0,29116167200000.0,3,2.0,2,3
a08002,170,17,9.444444444444445,0.0,0.0,0,42609453528355.984,42609453528355.984,3,2.0,2,3,3.935863469737e+16,3.935863469737e+16,9,94127892000000.0,94127892000000.0,9,3.0,3,9
a18958,3,1,1.5,0.0,0.0,0,814200000000.0,814200000000.0,2,2.0,2,2,0.0,0.0,0,963734807651.8644,963734807651.8644,1,2.0,2,1
a00165,29,0,29.0,0.0,0.0,0,79237849704064.38,79237849704064.38,3,2.0,2,3,0.0,0.0,0,0.0,0.0,0,1.0,1,1
a12951,2,14,0.1333333333333333,0.0,0.0,0,132886041000000.02,132886041000000.02,2,2.0,2,2,0.0,0.0,0,69684973200000.0,69684973200000.0,3,2.0,2,3
a10609,1,1,0.5,0.0,0.0,0,-12000000000.0,-12000000000.0,1,2.0,2,1,0.0,0.0,0,3000000000.0,3000000000.0,1,2.0,2,1
a13078,43,86,0.4942528735632184,0.0,0.0,0,11760579479993.498,11760579479993.498,3,2.0,2,3,0.0,0.0,0,5600661833490.115,5600661833490.115,2,2.0,2,2
a30448,105,12,8.076923076923077,0.0,0.0,0,1389645097220000.0,1389645097220000.0,3,2.0,2,3,0.0,0.0,0,1637018840000000.0,1637018840000000.0,2,2.0,2,2
a16994,11,3,2.75,0.0,0.0,0,27575169623000.0,27575169623000.0,3,2.0,2,3,-42157500000.0,-42157500000.0,2,49007160000000.0,49007160000000.0,3,2.6666666666666665,3,3
a14244,1,1,0.5,0.0,0.0,0,1373019000000.0,1373019000000.0,1,2.0,2,1,0.0,0.0,0,1380369000000.0,1380369000000.0,1,2.0,2,1
a00146,16,1,8.0,0.0,0.0,0,17981940000000.0,17981940000000.0,3,2.0,2,3,144330000000.0,144330000000.0,1,10192838999951.07,10192838999951.07,1,3.0,3,1
a24775,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,1,1,0.0,0.0,0,193670000000.0,193670000000.0,1,2.0,2,1
a19816,7,2,2.3333333333333335,0.0,0.0,0,-126000000000.0,-126000000000.0,3,2.0,2,3,0.0,0.0,0,-126000000000.0,-126000000000.0,2,2.0,2,2
a30995,5,2,1.6666666666666667,0.0,0.0,0,31525360000.0,31525360000.0,3,2.0,2,3,0.0,0.0,0,95800000000.0,95800000000.0,2,2.0,2,2
a02678,21,1,10.5,0.0,0.0,0,-19500010000.0,-19500010000.0,3,2.0,2,3,0.0,0.0,0,49460000000.0,49460000000.0,1,2.0,2,1
a18080,3,6,0.4285714285714285,0.0,0.0,0,-530400000000.0,-530400000000.0,3,2.0,2,3,0.0,0.0,0,205116530000.0,205116530000.0,3,2.0,2,3
a00450,40,5,6.666666666666667,0.0,0.0,0,292389600000.0,292389600000.0,3,2.0,2,3,0.0,0.0,0,379336000000.0,379336000000.0,3,2.0,2,3
a21400,2,6,0.2857142857142857,0.0,0.0,0,570000000.0,570000000.0,2,2.0,2,2,0.0,0.0,0,-22064241000.0,-22064241000.0,3,2.0,2,3
a00544,4,0,4.0,0.0,0.0,0,1361429009298.46,1361429009298.46,3,2.0,2,3,0.0,0.0,0,0.0,0.0,0,1.0,1,1
a18842,8,15,0.5,0.0,0.0,0,2712300000000.0,2712300000000.0,3,2.0,2,3,0.0,0.0,0,598530000000.0,598530000000.0,2,2.0,2,2
a31195,2,2,0.6666666666666666,7340959278800000.0,7340959278800000.0,6,7463617800000.0,7463617800000.0,6,3.0,3,6,0.0,0.0,0,2484672572490.787,2484672572490.787,2,2.0,2,2
a04995,2,1,1.0,0.0,0.0,0,9769000000000.0,9769000000000.0,2,2.0,2,2,0.0,0.0,0,9944140000000.0,9944140000000.0,1,2.0,2,1
a13154,1,1,0.5,0.0,0.0,0,1487063999902.14,1487063999902.14,1,2.0,2,1,0.0,0.0,0,1493490000000.0,1493490000000.0,1,2.0,2,1
a00311,17,1,8.5,0.0,0.0,0,209978408720000.0,209978408720000.0,1,2.0,2,1,25993952000000.0,25993952000000.0,3,630127500000000.0,630127500000000.0,3,3.0,3,3
