account,profit_category
a13744,very_high_profit
a25729,very_high_profit
a07490,very_high_profit
a12648,very_high_profit
a23865,loss_or_zero
a27521,very_high_profit
a03682,very_high_profit
a20658,very_high_profit
a07851,loss_or_zero
a03537,loss_or_zero
a28043,very_high_profit
a06031,loss_or_zero
a14204,loss_or_zero
a11466,very_high_profit
a25982,very_high_profit
a31280,loss_or_zero
a20051,very_high_profit
a25853,very_high_profit
a21715,very_high_profit
a07395,very_high_profit
a00701,very_high_profit
a20981,very_high_profit
a28471,very_high_profit
a11566,loss_or_zero
a08099,loss_or_zero
a23549,loss_or_zero
a02983,loss_or_zero
a22881,very_high_profit
a05411,loss_or_zero
a04593,loss_or_zero
a28466,very_high_profit
a05933,loss_or_zero
a04499,loss_or_zero
a20487,very_high_profit
a23569,very_high_profit
a12721,loss_or_zero
a01691,loss_or_zero
a12783,very_high_profit
a16186,loss_or_zero
a07115,very_high_profit
a23420,very_high_profit
a03695,loss_or_zero
a15334,very_high_profit
a21859,very_high_profit
a08902,loss_or_zero
a04671,loss_or_zero
a30745,very_high_profit
a07912,very_high_profit
a05532,very_high_profit
a10910,loss_or_zero
a17066,very_high_profit
a19711,very_high_profit
a26738,loss_or_zero
a01908,very_high_profit
a14142,very_high_profit
a04340,very_high_profit
a01807,very_high_profit
a21895,very_high_profit
a09776,very_high_profit
a16475,loss_or_zero
a01804,very_high_profit
a17407,loss_or_zero
a23087,very_high_profit
a07209,loss_or_zero
a27652,loss_or_zero
a29690,very_high_profit
a02079,very_high_profit
a05349,loss_or_zero
a14203,loss_or_zero
a02243,loss_or_zero
a26476,loss_or_zero
a03199,very_high_profit
a15097,very_high_profit
a20396,very_high_profit
a29650,loss_or_zero
a03912,very_high_profit
a10915,loss_or_zero
a21435,very_high_profit
a22507,loss_or_zero
a27836,very_high_profit
a17592,very_high_profit
a13059,very_high_profit
a18556,very_high_profit
a13335,loss_or_zero
a08147,loss_or_zero
a08089,loss_or_zero
a08875,very_high_profit
a08411,very_high_profit
a04766,very_high_profit
a18320,very_high_profit
a15272,loss_or_zero
a19801,very_high_profit
a25662,loss_or_zero
a26317,loss_or_zero
a13383,very_high_profit
a08471,very_high_profit
a17264,loss_or_zero
a27300,very_high_profit
a31060,loss_or_zero
a14434,very_high_profit
a11185,very_high_profit
a21983,loss_or_zero
a27286,very_high_profit
a03195,loss_or_zero
a21514,very_high_profit
a11349,loss_or_zero
a13970,loss_or_zero
a14995,very_high_profit
a10183,very_high_profit
a26639,very_high_profit
a23427,loss_or_zero
a23672,very_high_profit
a08802,loss_or_zero
a22456,loss_or_zero
a11760,loss_or_zero
a22204,very_high_profit
a03963,loss_or_zero
a17136,very_high_profit
a20409,very_high_profit
a22415,very_high_profit
a24056,very_high_profit
a02758,loss_or_zero
a21960,loss_or_zero
a03738,loss_or_zero
a15094,very_high_profit
a07974,loss_or_zero
a27928,loss_or_zero
a20359,very_high_profit
a23949,very_high_profit
a21853,loss_or_zero
a08154,loss_or_zero
a14444,very_high_profit
a08621,loss_or_zero
a30675,very_high_profit
a01857,loss_or_zero
a28827,very_high_profit
a07143,loss_or_zero
a12796,loss_or_zero
a03183,very_high_profit
a01752,loss_or_zero
a28357,very_high_profit
a03287,loss_or_zero
a05345,very_high_profit
a25321,loss_or_zero
a18441,loss_or_zero
a05788,very_high_profit
a18925,loss_or_zero
a21957,loss_or_zero
a09563,loss_or_zero
a20299,loss_or_zero
a08119,very_high_profit
a25462,very_high_profit
a20726,loss_or_zero
a25004,very_high_profit
a20870,very_high_profit
a23511,very_high_profit
a28851,loss_or_zero
a14640,loss_or_zero
a31145,loss_or_zero
a03607,loss_or_zero
a25535,very_high_profit
a27882,very_high_profit
a03219,loss_or_zero
a12491,loss_or_zero
a18957,loss_or_zero
a31361,very_high_profit
a03530,loss_or_zero
a20419,very_high_profit
a30342,loss_or_zero
a29571,loss_or_zero
a22639,loss_or_zero
a30634,very_high_profit
a30208,loss_or_zero
a05935,very_high_profit
a28863,loss_or_zero
a19826,very_high_profit
a12759,very_high_profit
a06258,very_high_profit
a05271,loss_or_zero
a10347,very_high_profit
a01724,very_high_profit
a04659,loss_or_zero
a08584,loss_or_zero
a01546,loss_or_zero
a23499,loss_or_zero
a03370,loss_or_zero
a24961,loss_or_zero
a25191,loss_or_zero
a22635,loss_or_zero
a20710,very_high_profit
a28488,loss_or_zero
a00413,loss_or_zero
a23019,very_high_profit
a11688,very_high_profit
a11098,loss_or_zero
a23700,loss_or_zero
a21824,very_high_profit
a17436,very_high_profit
a11462,loss_or_zero
a16933,loss_or_zero
a29922,loss_or_zero
a17583,very_high_profit
a04856,loss_or_zero
a13547,loss_or_zero
a25085,loss_or_zero
a11716,very_high_profit
a07303,very_high_profit
a28514,very_high_profit
a22643,very_high_profit
a16304,loss_or_zero
a23413,very_high_profit
a13610,loss_or_zero
a30275,very_high_profit
a03850,very_high_profit
a12701,very_high_profit
a04708,very_high_profit
a19737,loss_or_zero
a29313,very_high_profit
a13164,very_high_profit
a13695,loss_or_zero
a27311,loss_or_zero
a17534,very_high_profit
a16607,very_high_profit
a12547,loss_or_zero
a29464,very_high_profit
a03065,loss_or_zero
a29232,loss_or_zero
a26753,very_high_profit
a27358,very_high_profit
a01201,very_high_profit
a01006,loss_or_zero
a17994,loss_or_zero
a29404,very_high_profit
a10108,very_high_profit
a13825,loss_or_zero
a19653,very_high_profit
a18548,loss_or_zero
a25469,loss_or_zero
a20625,loss_or_zero
a07149,very_high_profit
a15728,loss_or_zero
a31261,loss_or_zero
a07453,very_high_profit
a06432,loss_or_zero
a27958,loss_or_zero
a19662,loss_or_zero
a04739,very_high_profit
a06356,loss_or_zero
a24219,very_high_profit
a00812,loss_or_zero
a05163,very_high_profit
a31281,very_high_profit
a02982,loss_or_zero
a01018,very_high_profit
a25825,very_high_profit
a13817,very_high_profit
a10317,loss_or_zero
a24164,very_high_profit
a17130,loss_or_zero
a29988,loss_or_zero
a13535,very_high_profit
a23589,very_high_profit
a28271,very_high_profit
a28958,loss_or_zero
a17146,very_high_profit
a11181,loss_or_zero
a27456,very_high_profit
a13090,loss_or_zero
a26465,very_high_profit
a25581,loss_or_zero
a29433,very_high_profit
a19814,very_high_profit
a25372,loss_or_zero
a09100,loss_or_zero
a31360,loss_or_zero
a18774,very_high_profit
a16494,very_high_profit
a13339,loss_or_zero
a23825,loss_or_zero
a25639,very_high_profit
a25591,very_high_profit
a26174,very_high_profit
a08677,very_high_profit
a07093,loss_or_zero
a16592,loss_or_zero
a00795,loss_or_zero
a23382,loss_or_zero
a26512,very_high_profit
a21413,very_high_profit
a10396,loss_or_zero
a09758,very_high_profit
a25516,loss_or_zero
a25328,very_high_profit
a11396,very_high_profit
a28219,loss_or_zero
a21789,very_high_profit
a16141,very_high_profit
a13536,very_high_profit
a06814,very_high_profit
a01574,loss_or_zero
a24899,very_high_profit
a03331,very_high_profit
a10468,very_high_profit
a07260,loss_or_zero
a09539,very_high_profit
a20776,loss_or_zero
a19530,loss_or_zero
a02625,loss_or_zero
a15907,very_high_profit
a26799,very_high_profit
a23780,very_high_profit
a28611,loss_or_zero
a10877,loss_or_zero
a14582,loss_or_zero
a24448,loss_or_zero
a04455,very_high_profit
a23550,very_high_profit
a26113,very_high_profit
a17226,loss_or_zero
a03312,very_high_profit
a28162,loss_or_zero
a06494,loss_or_zero
a01507,loss_or_zero
a28905,very_high_profit
a23767,loss_or_zero
a09723,very_high_profit
a16342,very_high_profit
a28987,very_high_profit
a30912,loss_or_zero
a23439,very_high_profit
a10202,loss_or_zero
a10225,very_high_profit
a25311,loss_or_zero
a00019,very_high_profit
a16823,very_high_profit
a10130,very_high_profit
a13790,very_high_profit
a21513,loss_or_zero
a09859,loss_or_zero
a00732,loss_or_zero
a14489,very_high_profit
a05837,very_high_profit
a20738,very_high_profit
a22704,loss_or_zero
a21725,very_high_profit
a17200,loss_or_zero
a09507,very_high_profit
a28627,very_high_profit
a11345,very_high_profit
a01288,loss_or_zero
a25841,very_high_profit
a10796,very_high_profit
a12000,very_high_profit
a08079,loss_or_zero
a23329,very_high_profit
a26839,very_high_profit
a28389,very_high_profit
a20736,very_high_profit
a13148,loss_or_zero
a28503,loss_or_zero
a09267,loss_or_zero
a06608,very_high_profit
a08042,very_high_profit
a13860,loss_or_zero
a04960,loss_or_zero
a30303,very_high_profit
a21087,very_high_profit
a15280,very_high_profit
a29185,very_high_profit
a29417,loss_or_zero
a15211,very_high_profit
a16097,very_high_profit
a04809,loss_or_zero
a19485,very_high_profit
a09823,very_high_profit
a08942,very_high_profit
a07405,loss_or_zero
a12514,loss_or_zero
a16442,very_high_profit
a04510,very_high_profit
a25412,loss_or_zero
a05516,very_high_profit
a01346,loss_or_zero
a01720,very_high_profit
a02881,loss_or_zero
a29620,loss_or_zero
a17159,very_high_profit
a02463,very_high_profit
a23145,very_high_profit
a08827,very_high_profit
a07909,very_high_profit
a18703,very_high_profit
a23407,very_high_profit
a16544,loss_or_zero
a15472,loss_or_zero
a19137,very_high_profit
a22819,very_high_profit
a22925,very_high_profit
a02655,very_high_profit
a08027,very_high_profit
a30695,loss_or_zero
a01549,loss_or_zero
a09885,very_high_profit
a20536,loss_or_zero
a08888,loss_or_zero
a12584,very_high_profit
a21466,very_high_profit
a20787,loss_or_zero
a26881,loss_or_zero
a09227,very_high_profit
a23726,loss_or_zero
a01590,very_high_profit
a10182,loss_or_zero
a08364,very_high_profit
a14873,very_high_profit
a17011,loss_or_zero
a08022,loss_or_zero
a00543,very_high_profit
a21073,loss_or_zero
a03444,very_high_profit
a14299,loss_or_zero
a22837,very_high_profit
a22465,loss_or_zero
a27716,very_high_profit
a08962,very_high_profit
a04916,loss_or_zero
a17865,very_high_profit
a30874,very_high_profit
a12899,very_high_profit
a20352,very_high_profit
a03603,very_high_profit
a14807,very_high_profit
a29288,very_high_profit
a24416,very_high_profit
a25775,very_high_profit
a08921,loss_or_zero
a28388,very_high_profit
a05733,loss_or_zero
a10833,very_high_profit
a26396,very_high_profit
a11898,very_high_profit
a15161,very_high_profit
a11556,very_high_profit
a30135,very_high_profit
a21730,very_high_profit
a07716,very_high_profit
a13613,loss_or_zero
a26619,loss_or_zero
a04382,very_high_profit
a29794,very_high_profit
a21622,loss_or_zero
a18583,loss_or_zero
a02747,very_high_profit
a23485,loss_or_zero
a17615,very_high_profit
a25119,very_high_profit
a24820,loss_or_zero
a21621,loss_or_zero
a20230,loss_or_zero
a16985,very_high_profit
a00755,loss_or_zero
a07465,loss_or_zero
a27771,very_high_profit
a30739,very_high_profit
a07061,very_high_profit
a16654,loss_or_zero
a17652,very_high_profit
a29642,loss_or_zero
a30625,very_high_profit
a23235,very_high_profit
a00253,loss_or_zero
a02614,very_high_profit
a06971,very_high_profit
a09687,very_high_profit
a20323,very_high_profit
a14016,loss_or_zero
a20639,loss_or_zero
a05117,very_high_profit
a00939,loss_or_zero
a20760,loss_or_zero
a26262,loss_or_zero
a22632,very_high_profit
a30911,very_high_profit
a20479,very_high_profit
a19936,very_high_profit
a11613,very_high_profit
a18121,very_high_profit
a12730,loss_or_zero
a07809,loss_or_zero
a25778,loss_or_zero
a05950,loss_or_zero
a07673,loss_or_zero
a29039,loss_or_zero
a21997,loss_or_zero
a29785,very_high_profit
a30319,very_high_profit
a00826,very_high_profit
a05944,very_high_profit
a16452,loss_or_zero
a06393,loss_or_zero
a29882,loss_or_zero
a12027,very_high_profit
a10852,loss_or_zero
a13794,loss_or_zero
a04022,loss_or_zero
a23390,loss_or_zero
a14365,very_high_profit
a23494,loss_or_zero
a15014,very_high_profit
a08243,very_high_profit
a00453,loss_or_zero
a21760,loss_or_zero
a16891,loss_or_zero
a02345,very_high_profit
a08033,very_high_profit
a12678,loss_or_zero
a20274,loss_or_zero
a15918,loss_or_zero
a23950,loss_or_zero
a18111,loss_or_zero
a27820,very_high_profit
a22853,loss_or_zero
a20115,loss_or_zero
a02445,loss_or_zero
a06116,loss_or_zero
a15735,very_high_profit
a17295,loss_or_zero
a25264,very_high_profit
a26045,very_high_profit
a20241,very_high_profit
a27280,very_high_profit
a08273,very_high_profit
a11543,very_high_profit
a29163,loss_or_zero
a30322,very_high_profit
a11808,loss_or_zero
a03788,very_high_profit
a18873,loss_or_zero
a01119,very_high_profit
a24809,very_high_profit
a01965,very_high_profit
a27814,very_high_profit
a15867,loss_or_zero
a22967,very_high_profit
a19080,very_high_profit
a05473,loss_or_zero
a06811,loss_or_zero
a08013,loss_or_zero
a08766,very_high_profit
a10837,loss_or_zero
a17995,loss_or_zero
a31404,loss_or_zero
a20988,loss_or_zero
a14962,loss_or_zero
a11313,very_high_profit
a14356,loss_or_zero
a16996,very_high_profit
a03801,very_high_profit
a24145,very_high_profit
a13068,very_high_profit
a11108,very_high_profit
a05563,very_high_profit
a27201,loss_or_zero
a31286,very_high_profit
a23136,loss_or_zero
a19770,loss_or_zero
a04545,loss_or_zero
a22072,very_high_profit
a01469,loss_or_zero
a01924,loss_or_zero
a05502,loss_or_zero
a08280,very_high_profit
a05404,very_high_profit
a14377,loss_or_zero
a01754,loss_or_zero
a15711,very_high_profit
a09805,loss_or_zero
a28675,loss_or_zero
a02085,very_high_profit
a00473,loss_or_zero
a23922,very_high_profit
a15967,very_high_profit
a19101,very_high_profit
a04030,loss_or_zero
a12294,loss_or_zero
a09715,very_high_profit
a11895,loss_or_zero
a12985,very_high_profit
a05242,very_high_profit
a14032,very_high_profit
a26204,loss_or_zero
a12557,loss_or_zero
a07655,loss_or_zero
a07290,very_high_profit
a10892,very_high_profit
a11415,very_high_profit
a15050,loss_or_zero
a06943,very_high_profit
a02334,very_high_profit
a11793,very_high_profit
a10092,loss_or_zero
a16223,very_high_profit
a09558,loss_or_zero
a19175,very_high_profit
a14321,loss_or_zero
a07486,loss_or_zero
a18810,loss_or_zero
a08681,very_high_profit
a15173,loss_or_zero
a24721,loss_or_zero
a22064,loss_or_zero
a02873,very_high_profit
a00674,very_high_profit
a17692,very_high_profit
a14043,very_high_profit
a15167,very_high_profit
a08001,very_high_profit
a22716,loss_or_zero
a24796,loss_or_zero
a08381,very_high_profit
a27267,very_high_profit
a09759,loss_or_zero
a13021,very_high_profit
a26438,very_high_profit
a25557,very_high_profit
a16458,loss_or_zero
a07519,loss_or_zero
a01380,loss_or_zero
a20057,loss_or_zero
a24844,very_high_profit
a09075,very_high_profit
a12884,very_high_profit
a26301,very_high_profit
a11714,loss_or_zero
a16496,very_high_profit
a18829,loss_or_zero
a05592,loss_or_zero
a28495,loss_or_zero
a09245,loss_or_zero
a18542,loss_or_zero
a14431,loss_or_zero
a15047,loss_or_zero
a27827,very_high_profit
a09792,loss_or_zero
a05124,very_high_profit
a22529,very_high_profit
a12561,loss_or_zero
a12010,loss_or_zero
a13607,very_high_profit
a21429,loss_or_zero
a22818,very_high_profit
a28115,loss_or_zero
a30829,very_high_profit
a21259,loss_or_zero
a06853,loss_or_zero
a20240,loss_or_zero
a07963,loss_or_zero
a05408,very_high_profit
a22416,loss_or_zero
a04672,loss_or_zero
a30789,very_high_profit
a15127,loss_or_zero
a15663,loss_or_zero
a04244,loss_or_zero
a22649,loss_or_zero
a23267,loss_or_zero
a26687,loss_or_zero
a03908,very_high_profit
a15527,loss_or_zero
a08543,very_high_profit
a29702,very_high_profit
a00649,loss_or_zero
a28639,very_high_profit
a19625,loss_or_zero
a01669,loss_or_zero
a27691,loss_or_zero
a13366,loss_or_zero
a19872,very_high_profit
a28027,loss_or_zero
a17330,loss_or_zero
a20451,very_high_profit
a19608,very_high_profit
a26517,very_high_profit
a28999,loss_or_zero
a04263,very_high_profit
a00970,loss_or_zero
a17427,loss_or_zero
a17619,loss_or_zero
a22684,loss_or_zero
a23650,very_high_profit
a24227,loss_or_zero
a04783,loss_or_zero
a17712,very_high_profit
a00632,very_high_profit
a30914,very_high_profit
a16205,loss_or_zero
a08118,very_high_profit
a11896,loss_or_zero
a19745,very_high_profit
a10700,very_high_profit
a17888,loss_or_zero
a06663,very_high_profit
a19042,very_high_profit
a20501,very_high_profit
a20681,loss_or_zero
a23974,very_high_profit
a06209,very_high_profit
a29309,loss_or_zero
a15264,loss_or_zero
a00254,very_high_profit
a30530,loss_or_zero
a28780,loss_or_zero
a02543,very_high_profit
a20087,very_high_profit
a10117,loss_or_zero
a15079,loss_or_zero
a02673,loss_or_zero
a28463,very_high_profit
a10377,loss_or_zero
a27879,loss_or_zero
a23602,loss_or_zero
a26129,loss_or_zero
a31253,loss_or_zero
a02981,very_high_profit
a08391,very_high_profit
a18612,very_high_profit
a28597,very_high_profit
a06040,loss_or_zero
a02082,loss_or_zero
a01572,loss_or_zero
a18289,very_high_profit
a22200,loss_or_zero
a26679,loss_or_zero
a22360,very_high_profit
a18226,very_high_profit
a08823,loss_or_zero
a28784,very_high_profit
a22343,very_high_profit
a13855,loss_or_zero
a23470,very_high_profit
a22729,loss_or_zero
a10485,very_high_profit
a04541,very_high_profit
a15428,loss_or_zero
a20129,loss_or_zero
a25833,very_high_profit
a11397,loss_or_zero
a00065,very_high_profit
a28061,loss_or_zero
a19288,loss_or_zero
a21848,loss_or_zero
a13405,very_high_profit
a20218,very_high_profit
a02688,very_high_profit
a24415,loss_or_zero
a30101,very_high_profit
a03600,very_high_profit
a03650,very_high_profit
a06007,very_high_profit
a18472,very_high_profit
a10661,loss_or_zero
a29791,loss_or_zero
a27083,very_high_profit
a30511,very_high_profit
a08715,very_high_profit
a11190,loss_or_zero
a13381,very_high_profit
a06171,very_high_profit
a30748,very_high_profit
a17632,loss_or_zero
a14396,loss_or_zero
a19531,loss_or_zero
a10245,loss_or_zero
a03156,very_high_profit
a20191,loss_or_zero
a01449,very_high_profit
a20743,loss_or_zero
a26651,very_high_profit
a11783,loss_or_zero
a01194,very_high_profit
a26604,very_high_profit
a07895,very_high_profit
a13456,loss_or_zero
a24284,loss_or_zero
a12886,very_high_profit
a11558,very_high_profit
a15087,loss_or_zero
a28727,very_high_profit
a11725,very_high_profit
a28991,loss_or_zero
a06575,very_high_profit
a10332,loss_or_zero
a02013,loss_or_zero
a03397,very_high_profit
a25879,very_high_profit
a08102,loss_or_zero
a09619,loss_or_zero
a21431,loss_or_zero
a21305,loss_or_zero
a23446,loss_or_zero
a07292,very_high_profit
a07040,loss_or_zero
a29276,loss_or_zero
a00149,very_high_profit
a02478,loss_or_zero
a09650,very_high_profit
a26694,very_high_profit
a16145,very_high_profit
a15362,loss_or_zero
a26623,very_high_profit
a01353,loss_or_zero
a01355,loss_or_zero
a10624,loss_or_zero
a26466,loss_or_zero
a04597,very_high_profit
a03508,very_high_profit
a05367,very_high_profit
a01025,loss_or_zero
a02395,very_high_profit
a13297,loss_or_zero
a18058,loss_or_zero
a19782,very_high_profit
a26166,very_high_profit
a25596,very_high_profit
a22479,very_high_profit
a04125,loss_or_zero
a07616,loss_or_zero
a02054,very_high_profit
a13852,very_high_profit
a26092,very_high_profit
a12551,loss_or_zero
a20119,very_high_profit
a00365,loss_or_zero
a21209,loss_or_zero
a03998,very_high_profit
a05750,very_high_profit
a13178,loss_or_zero
a20483,very_high_profit
a30180,very_high_profit
a02220,very_high_profit
a12786,loss_or_zero
a09643,loss_or_zero
a03200,loss_or_zero
a24258,loss_or_zero
a22228,very_high_profit
a21878,very_high_profit
a12368,very_high_profit
a09415,very_high_profit
a00556,very_high_profit
a25963,loss_or_zero
a16035,loss_or_zero
a05653,loss_or_zero
a06530,loss_or_zero
a07037,loss_or_zero
a22972,very_high_profit
a22528,very_high_profit
a21077,very_high_profit
a09238,very_high_profit
a00006,loss_or_zero
a17491,very_high_profit
a27533,very_high_profit
a20403,loss_or_zero
a15718,very_high_profit
a04688,very_high_profit
a19369,loss_or_zero
a12067,loss_or_zero
a13600,loss_or_zero
a05536,loss_or_zero
a20808,very_high_profit
a20027,very_high_profit
a06047,loss_or_zero
a20430,loss_or_zero
a15232,very_high_profit
a06243,very_high_profit
a23370,loss_or_zero
a29951,loss_or_zero
a26662,very_high_profit
a26874,very_high_profit
a06136,loss_or_zero
a25089,very_high_profit
a27131,loss_or_zero
a02081,loss_or_zero
a23999,very_high_profit
a17946,loss_or_zero
a05478,very_high_profit
a02561,very_high_profit
a27978,loss_or_zero
a04714,loss_or_zero
a19558,very_high_profit
a08742,very_high_profit
a30442,very_high_profit
a12380,very_high_profit
a18278,loss_or_zero
a31091,loss_or_zero
a21097,very_high_profit
a17247,very_high_profit
a16837,loss_or_zero
a12389,very_high_profit
a08011,very_high_profit
a25398,loss_or_zero
a18650,very_high_profit
a11402,very_high_profit
a22022,loss_or_zero
a31082,very_high_profit
a02200,loss_or_zero
a18887,loss_or_zero
a27705,loss_or_zero
a15447,very_high_profit
a03937,loss_or_zero
a16406,very_high_profit
a22583,loss_or_zero
a16202,very_high_profit
a18710,loss_or_zero
a06648,very_high_profit
a15897,very_high_profit
a05132,very_high_profit
a11724,loss_or_zero
a00801,very_high_profit
a00200,very_high_profit
a04100,very_high_profit
a27284,loss_or_zero
a11846,loss_or_zero
a05697,loss_or_zero
a07976,very_high_profit
a04462,loss_or_zero
a23505,loss_or_zero
a00988,very_high_profit
a02927,loss_or_zero
a26794,very_high_profit
a19354,very_high_profit
a12428,loss_or_zero
a06180,loss_or_zero
a11530,very_high_profit
a30236,very_high_profit
a30784,very_high_profit
a30215,loss_or_zero
a24369,loss_or_zero
a19922,very_high_profit
a18150,loss_or_zero
a06037,very_high_profit
a19386,very_high_profit
a27378,loss_or_zero
a21356,very_high_profit
a04264,very_high_profit
a05043,loss_or_zero
a26371,very_high_profit
a28981,very_high_profit
a07619,very_high_profit
a22074,very_high_profit
a12572,very_high_profit
a23169,very_high_profit
a27618,loss_or_zero
a22106,loss_or_zero
a19516,very_high_profit
a20634,very_high_profit
a21228,loss_or_zero
a29590,very_high_profit
a24698,very_high_profit
a04753,very_high_profit
a18821,loss_or_zero
a31373,loss_or_zero
a25889,loss_or_zero
a26145,loss_or_zero
a21491,very_high_profit
a00424,loss_or_zero
a15455,very_high_profit
a23706,loss_or_zero
a30544,very_high_profit
a01765,loss_or_zero
a22319,loss_or_zero
a05676,very_high_profit
a26957,loss_or_zero
a18360,loss_or_zero
a05217,loss_or_zero
a03353,very_high_profit
a17674,very_high_profit
a00351,very_high_profit
a14335,loss_or_zero
a16469,loss_or_zero
a01726,very_high_profit
a09757,loss_or_zero
a12337,very_high_profit
a19571,very_high_profit
a12180,very_high_profit
a01544,loss_or_zero
a03780,very_high_profit
a23009,loss_or_zero
a03615,very_high_profit
a18487,loss_or_zero
a11263,loss_or_zero
a29827,very_high_profit
a05209,very_high_profit
a07194,very_high_profit
a00008,very_high_profit
a11845,loss_or_zero
a24246,very_high_profit
a21348,loss_or_zero
a20746,loss_or_zero
a16558,loss_or_zero
a00107,loss_or_zero
a01191,very_high_profit
a31058,loss_or_zero
a02800,very_high_profit
a26866,loss_or_zero
a04919,very_high_profit
a28816,loss_or_zero
a09126,loss_or_zero
a12770,very_high_profit
a16167,loss_or_zero
a21876,very_high_profit
a00917,loss_or_zero
a06261,very_high_profit
a02841,very_high_profit
a28608,very_high_profit
a25541,very_high_profit
a27476,loss_or_zero
a26891,loss_or_zero
a06317,loss_or_zero
a22585,loss_or_zero
a29023,very_high_profit
a15045,loss_or_zero
a17056,very_high_profit
a25542,very_high_profit
a13554,loss_or_zero
a11292,loss_or_zero
a25783,very_high_profit
a06451,loss_or_zero
a12737,loss_or_zero
a17640,very_high_profit
a10198,loss_or_zero
a20703,loss_or_zero
a02749,very_high_profit
a00335,very_high_profit
a02955,loss_or_zero
a10855,loss_or_zero
a01391,very_high_profit
a26622,very_high_profit
a23869,loss_or_zero
a26084,loss_or_zero
a22134,loss_or_zero
a26689,loss_or_zero
a05585,very_high_profit
a30412,very_high_profit
a22044,loss_or_zero
a10397,very_high_profit
a12270,very_high_profit
a22591,very_high_profit
a07808,loss_or_zero
a19994,loss_or_zero
a14495,very_high_profit
a10554,loss_or_zero
a00591,very_high_profit
a03233,loss_or_zero
a15177,loss_or_zero
a03775,very_high_profit
a29805,loss_or_zero
a16814,very_high_profit
a01683,very_high_profit
a29117,very_high_profit
a00273,very_high_profit
a07626,loss_or_zero
a29440,loss_or_zero
a03140,very_high_profit
a19448,very_high_profit
a15764,very_high_profit
a10664,loss_or_zero
a18128,loss_or_zero
a30612,loss_or_zero
a00307,loss_or_zero
a21327,very_high_profit
a23128,loss_or_zero
a13627,loss_or_zero
a26904,loss_or_zero
a07492,loss_or_zero
a06672,very_high_profit
a19879,very_high_profit
a10278,very_high_profit
a27747,very_high_profit
a11499,loss_or_zero
a17069,loss_or_zero
a23090,loss_or_zero
a01307,loss_or_zero
a10349,very_high_profit
a23587,loss_or_zero
a06205,very_high_profit
a29297,very_high_profit
a21581,very_high_profit
a06771,loss_or_zero
a24077,loss_or_zero
a05330,very_high_profit
a09854,loss_or_zero
a17951,very_high_profit
a06566,very_high_profit
a24192,very_high_profit
a01823,loss_or_zero
a25197,very_high_profit
a21993,very_high_profit
a29175,very_high_profit
a18280,very_high_profit
a04581,very_high_profit
a05363,very_high_profit
a23024,very_high_profit
a16421,loss_or_zero
a07801,very_high_profit
a17116,loss_or_zero
a01035,loss_or_zero
a29753,very_high_profit
a13707,very_high_profit
a17642,loss_or_zero
a15335,very_high_profit
a09284,very_high_profit
a06139,very_high_profit
a11198,very_high_profit
a17797,very_high_profit
a16790,very_high_profit
a01849,very_high_profit
a20406,loss_or_zero
a14109,loss_or_zero
a24692,loss_or_zero
a02194,very_high_profit
a06507,loss_or_zero
a19949,very_high_profit
a14440,loss_or_zero
a31291,loss_or_zero
a26005,very_high_profit
a27188,very_high_profit
a11790,loss_or_zero
a29926,very_high_profit
a00400,loss_or_zero
a09671,very_high_profit
a24766,loss_or_zero
a28718,loss_or_zero
a05053,very_high_profit
a11810,loss_or_zero
a23851,loss_or_zero
a11917,very_high_profit
a17816,loss_or_zero
a06887,very_high_profit
a01432,very_high_profit
a16982,loss_or_zero
a01249,very_high_profit
a03730,loss_or_zero
a14963,loss_or_zero
a09479,very_high_profit
a18454,loss_or_zero
a18886,very_high_profit
a01602,very_high_profit
a01034,very_high_profit
a12779,very_high_profit
a20128,very_high_profit
a16152,very_high_profit
a13999,very_high_profit
a15036,loss_or_zero
a07126,loss_or_zero
a18402,very_high_profit
a20043,very_high_profit
a22459,very_high_profit
a30487,loss_or_zero
a22301,loss_or_zero
a13954,loss_or_zero
a13755,loss_or_zero
a13754,very_high_profit
a15245,very_high_profit
a23112,loss_or_zero
a30434,loss_or_zero
a01303,very_high_profit
a18459,very_high_profit
a08262,loss_or_zero
a23276,loss_or_zero
a10785,loss_or_zero
a04037,loss_or_zero
a04142,loss_or_zero
a01162,very_high_profit
a12317,loss_or_zero
a25104,loss_or_zero
a03104,very_high_profit
a00551,loss_or_zero
a17845,loss_or_zero
a24216,very_high_profit
a12827,very_high_profit
a02854,loss_or_zero
a12192,very_high_profit
a26152,loss_or_zero
a18525,loss_or_zero
a18221,very_high_profit
a26974,very_high_profit
a02994,very_high_profit
a30191,very_high_profit
a21770,loss_or_zero
a19494,loss_or_zero
a11004,very_high_profit
a28932,very_high_profit
a02071,very_high_profit
a19261,very_high_profit
a17167,very_high_profit
a31182,loss_or_zero
a02597,very_high_profit
a26954,loss_or_zero
a13722,loss_or_zero
a30273,very_high_profit
a13974,loss_or_zero
a17936,loss_or_zero
a28080,loss_or_zero
a10856,very_high_profit
a14969,loss_or_zero
a11523,loss_or_zero
a10668,loss_or_zero
a24076,very_high_profit
a24062,very_high_profit
a00059,very_high_profit
a03961,very_high_profit
a03473,very_high_profit
a30093,very_high_profit
a24450,loss_or_zero
a16971,very_high_profit
a01989,very_high_profit
a19521,loss_or_zero
a19126,loss_or_zero
a24399,loss_or_zero
