account,normal_fprofit,normal_fpprofit,normal_fsize,abnormal_fprofit,abnormal_fpprofit,abnormal_fsize,bad_fprofit,bad_fpprofit,bad_fsize,A_fprofit,A_fpprofit,A_fsize,B_fprofit,B_fpprofit,B_fsize,normal_bprofit,normal_bpprofit,normal_bsize,abnormal_bprofit,abnormal_bpprofit,abnormal_bsize,bad_bprofit,bad_bpprofit,bad_bsize,A_bprofit,A_bpprofit,A_bsize,B_bprofit,B_bpprofit,B_bsize
a05042,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,446635051249.0624,446635051249.0624,5
a23881,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2
a02910,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,12106778713954.172,12106778713954.172,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,12715249200000.0,12715249200000.0,2
a08485,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1274627100000.0,1274627100000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1275887100000.0,1275887100000.0,1
a17623,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,57915228808034.32,57915228808034.32,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,57901685099764.17,57901685099764.17,5
a22792,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4320000000.0,4320000000.0,4
a23115,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,14443184708289.717,14443184708289.717,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2885134979751.8076,2885134979751.8076,5
a19491,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,55000000000.0,55000000000.0,2
a19817,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5059922600000.0,5059922600000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5062022600000.0,5062022600000.0,1
a28859,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,33550000000.0,33550000000.0,1
a26669,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,363611245429100.0,363611245429100.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,484693950000000.06,484693950000000.06,1
a23217,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,84130000000.0,84130000000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,137645550000.0,137645550000.0,1
a12894,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,294991180000000.0,294991180000000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,294695400000000.0,294695400000000.0,4
a22246,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,20565340342419.895,20565340342419.895,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,12852755397553.154,12852755397553.154,5
a03014,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2031865710737730.8,2031865710737730.8,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2031874110737730.8,2031874110737730.8,1
