filename,f1_score,total_rows,columns,good_count,bad_count,bad_ratio
ultra_resnet_meta_ann_rank3_fold1_bad_f1_0.6335_good_0.9478_bad_0.6335_macro_0.7907_weighted_0.9170_seed_801_REAL_F1_0.6344902386117136.csv,0.6344902386117136,7558,"['ID', 'Predict']",6441,1117,0.14779042074622917
v3.2refined_fold2_bad_f1_0.6406_good_0.9434_bad_0.6406_macro_0.7920_weighted_0.9137_seed_13_REAL_F1_0.6200917899031106.csv,0.6200917899031106,7558,"['ID', 'Predict']",6324,1234,0.16327070653612066
ultra_resnet_meta_ann_rank3_fold2_bad_f1_0.6338_good_0.9422_bad_0.6338_macro_0.7880_weighted_0.9119_seed_801_REAL_F1_0.6124549665465775.csv,0.6124549665465775,7558,"['ID', 'Predict']",6342,1216,0.1608891241069066
ultra_resnet_meta_ann_rank3_fold2_bad_f1_0.6352_good_0.9431_bad_0.6352_macro_0.7891_weighted_0.9129_seed_801_REAL_F1_0.6124352331606217.csv,0.6124352331606217,7558,"['ID', 'Predict']",6355,1203,0.1591690923524742
v3.2refined_fold3_bad_f1_0.6310_good_0.9420_bad_0.6310_macro_0.7865_weighted_0.9116_seed_13_REAL_F1_0.6098562628336757.csv,0.6098562628336757,7558,"['ID', 'Predict']",6337,1221,0.16155067478168827
v3.1threshold_ultra_resnet_meta_ann_rank3_fold5_bad_f1_0.7399_good_0.9737_bad_0.7399_macro_0.8568_weighted_0.9508_seed_801_REAL_F1_0.6026289180990899.csv,0.6026289180990899,7558,"['ID', 'Predict']",6307,1251,0.16551997883037842
ultra_resnet_meta_ann_rank2_fold4_bad_f1_0.6400_good_0.9448_bad_0.6400_macro_0.7924_weighted_0.9150_seed_397_REAL_F1_0.5976095617529881.csv,0.5976095617529881,7558,"['ID', 'Predict']",6277,1281,0.16948928287906853
v3.2refined_fold5_bad_f1_0.5897_good_0.9325_bad_0.5897_macro_0.7611_weighted_0.8990_seed_13_REAL_F1_0.575212866603595.csv,0.575212866603595,7558,"['ID', 'Predict']",6171,1387,0.18351415718444034
test_acc_predict_REAL_F1_0.17549788774894384.csv,0.17549788774894384,7558,"['ID', 'Predict']",7558,0,0.0
GRADIENT_TUNE_10PCT_REAL_F1_0.7611336032388665 copy_REAL_F1_0.04329349269588314.csv,0.04329349269588314,7558,"['ID', 'Predict']",755,6803,0.9001058481079651
best_rf_badf1_0691_ratio_0.731.csv,,7558,"['ID', 'Predict']",6819,739,0.09777718973273353
v2ultra_resnet_meta_ann_rank3_fold1_macro_f1_0.7907_good_0.9478_bad_0.6335_macro_0.7907_weighted_0.9170_seed_8010.6344902386117136.csv,,7558,"['ID', 'Predict']",6441,1117,0.14779042074622917
ultra_resnet_meta_ann_best_cv_f1_score_0.93140.713.csv,,7558,"['ID', 'Predict']",7090,468,0.061921143159566025
Transformer_basic_submission_FULL_DATA_f1_0.8913_epochs_130.256.csv,,7558,"['ID', 'Predict']",6974,584,0.07726911881450119
ultra_resnet_meta_ann_rank2_fold1_weighted_f1_0.9733_good_0.9856_bad_0.8598_macro_0.9227_weighted_0.9733_seed_3970.736.csv,,7558,"['ID', 'Predict']",7043,515,0.06813971950251389
ultra_meta_ann_mean_cv_f1_score_0.90760.671.csv,,7558,"['ID', 'Predict']",6452,1106,0.14633500926170945
best_rf_badf1_0409_ratio_6809_7490.44.csv,,7558,"['ID', 'Predict']",6809,749,0.0991002910822969
best_rf_badf1_0568_ratio_6822_7360.487.csv,,7558,"['ID', 'Predict']",6822,736,0.09738025932786451
CONSENSUS_CONSENSUS_OPTIMIZED.csv,,7558,"['ID', 'Predict']",6889,669,0.08851548028578989
v2ultra_resnet_meta_ann_rank2_fold4_macro_f1_0.8012_good_0.9485_bad_0.6539_macro_0.8012_weighted_0.9197_seed_3970.6122870418172432.csv,,7558,"['ID', 'Predict']",6348,1210,0.16009526329716856
ultra_resnet_meta_ann_macro_f1_0.9590_good_0.9258_bad_0.9922_macro_0.9590_weighted_0.9857_seed_130.720.csv,,7558,"['ID', 'Predict']",7063,495,0.06549351680338714
ultra_resnet_meta_ann_rank1_fold2_weighted_f1_0.9746_good_0.9864_bad_0.8651_macro_0.9258_weighted_0.9746_seed_3650.7352.csv,,7558,"['ID', 'Predict']",7050,508,0.06721354855781952
v2ultra_resnet_meta_ann_rank1_fold3_macro_f1_0.8865_good_0.9771_bad_0.7958_macro_0.8865_weighted_0.9594_seed_3650.7432239657631955.csv,,7558,"['ID', 'Predict']",6883,675,0.08930934109552792
ultra_resnet_meta_ann_rank3_fold3_weighted_f1_0.9680_good_0.9830_bad_0.8305_macro_0.9067_weighted_0.9680_seed_8010.7408.csv,,7558,"['ID', 'Predict']",7062,496,0.06562582693834347
ultra_resnet_meta_ann_best_cv_f1_score_0.91210.733.csv,,7558,"['ID', 'Predict']",7093,465,0.06152421275469701
result.csv,,7558,"['ID', 'Predict']",6853,705,0.09327864514421805
CONSENSUS_STRICT_CONSENSUS.csv,,7558,"['ID', 'Predict']",7079,479,0.06337655464408573
voting_rf_badf1_0669_ratio_0.736.csv,,7558,"['ID', 'Predict']",6836,722,0.09552791743847579
ultra_resnet_meta_ann_macro_f1_0.9735_good_0.9521_bad_0.9948_macro_0.9735_weighted_0.9906_seed_130.703.csv,,7558,"['ID', 'Predict']",7108,450,0.059539560730351944
Transformer_basic_submission_BEST_FOLD_8_f1_0.8983_epochs_130.155.csv,,7558,"['ID', 'Predict']",7435,123,0.016274146599629533
