CrimeCategory,Late Night (0-5),Morning (6-11),Afternoon (12-17),Evening (18-21),Night (22-24)
Felony,9.366949554772132,11.122786174204546,19.119474701763497,14.543612828373586,5.812390359714664
Misdemeanor,5.924829177574725,9.764764062563744,13.449175166742785,7.615590587378394,3.2804273869119225
