AgeGroup,Felony,Misdemeanor
0-17,1.5566228176898473,2.7487966113445466
18-34,23.44748929830309,19.50053763367775
35-49,14.982919425635952,13.776879984666227
50-64,8.816240751137459,8.411554162344979
65+,3.470897773476104,3.2880615417240437
